,GSM476089,GSM476090,GSM476091,GSM476092,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
LSM8,11.54492961,11.57546762,11.69971672,11.6943311,0.1763,0.0976,0.1256,0.0675,0.1277,0.1552,0.1134,0.047,0.1726,0.0716,0.0465
LYS1,12.59143879,12.32797155,12.36999438,12.45622524,4.0701,4.1919,3.9118,4.6974,7.172,5.7758,5.3642,5.5242,6.4818,3.9365,4.3636
LYS2,12.86443116,12.83071874,12.95048237,12.77945509,5.5447,5.7876,5.1815,4.485,4.6475,3.3426,3.02,4.1224,5.5759,4.7293,5.9681
LYS4,11.2890465,11.49445749,11.6759851,11.19348237,15.1228,10.1115,15.3117,13.3255,25.073,19.8784,15.2455,12.8098,18.3993,13.4242,10.8352
MAC1,11.37218629,11.39261796,11.41346991,11.51049806,2.4107,2.2705,1.4201,1.7933,1.2239,0.6279,0.6665,1.3519,1.692,1.6992,2.6567
MAD1,11.32531614,11.33944082,11.30258204,11.16072911,0.8218,0.7693,0.7825,0.6969,0.6395,0.7256,0.752,0.6094,0.861,0.9207,0.6624
MAD2,12.3578963,12.23079795,12.30649513,12.0665471,1.0672,1.0089,0.9574,0.9624,0.8462,0.9512,1.0724,1.0096,1.2268,1.146,0.9948
MAD3,11.33645371,11.3682387,11.42786307,11.19770789,0.8632,0.6161,0.983,0.9507,1.0056,0.9418,1.0528,1.2606,1.125,1.2499,1.202
MAE1,9.866279039,10.05858669,10.30992544,10.44277025,6.5425,2.6377,5.97025,2.3294,2.4805,4.0857,4.99805,4.0483,6.9272,4.9421,4.30375
MAF1,12.97524173,13.04797121,13.14994413,12.95472669,0.6419,0.725,1.0384,0.8733,0.939,1.1246,1.0136,0.8146,0.6296,0.6763,0.6104
MAG1,13.10058901,12.99102754,13.18012667,12.82832535,1.1271,1.3647,1.6503,1.6202,1.5318,2.2069,2.7477,1.3759,1.3067,1.0911,0.9538
MAG2,11.99478588,11.86329553,11.95020406,12.00477112,0.2032,0.2339,0.7921,0.6862,1.0348,3.4753,4.4157,0.9939,0.8744,0.4778,0.258
MAK10,11.81968639,12.05659801,11.77973054,11.56327228,1.2009,1.1207,0.9688,0.9388,1.1603,0.8755,0.8086,0.7612,1.1501,1.0846,1.2917
MAK16,3.782807729,4.008710901,4.008710901,3.858504872,4.3365,5.0764,2.4957,2.4325,1.6311,1.1744,1.8051,2.6638,2.8292,4.4276,5.0966
MAK3,11.73042751,11.86770274,11.91016085,11.65980007,1.0864,1.2358,0.9741,1.1758,1.5031,1.1314,1.0111,1.0805,0.9916,0.9049,1.0762
MAM1,1.93785665,1.921764618,1.93785665,1.93785665,0.5625,0.7809,0.6287,0.7443,0.904,0.8193,0.8326,0.5787,0.5857,0.5086,0.4626
MAM3,12.65983061,12.53347338,12.28140236,12.86857713,0.555,0.7424,0.4542,0.5109,0.6767,0.4967,0.5412,0.5737,0.4466,0.3944,0.594
MAP1,13.29561252,13.41114633,13.21174165,13.38378104,0.1148,0.155,0.2105,0.1765,0.272,0.2986,0.3456,0.1474,0.1767,0.1612,0.164
MAP2,13.25477529,13.40205063,13.33253562,13.70733723,0.1491,0.2217,0.1308,0.224,0.1785,0.0855,0.0736,0.143,0.1004,0.1612,0.1842
MAS2,12.53837209,12.50080389,12.30045524,12.61003298,2.3916,1.8895,2.2625,2.0209,2.267,2.47,2.4358,1.9634,2.0786,2.1796,2.579
MCM2,10.95778499,10.84302277,10.67707519,11.12328782,0.9529,1.1296,0.6702,0.9002,1.2604,0.7671,0.7108,1.2,0.9741,0.872,1.2572
MCM5,11.31908782,11.61167383,11.58780442,11.69382349,1.2358,1.0661,1.0332,0.9639,1.1566,0.9759,1.0305,1.1885,1.2039,1.2403,1.4459
MCM7,11.12457691,11.34144663,11.10766008,11.25577893,3.0186,2.954,2.8411,2.7131,2.4009,2.7747,2.8627,3.1428,3.2552,2.6588,3.4679
MDE1,12.27195476,12.37433421,12.33725316,12.30193382,0.1099,0.1683,0.1033,0.1576,0.1262,0.0713,0.0984,0.1131,0.137,0.1544,0.1202
MDJ1,13.67168058,13.57367342,13.58155078,13.50695936,2.4512,2.3826,3.0943,3.0791,3.0233,1.7434,1.5114,2.0744,2.5017,1.9526,2.3739
MDL1,11.88093286,11.97036969,11.80867007,12.08665943,1.1535,1.0304,1.1947,1.0549,1.0894,0.8987,0.8828,1.0283,1.1131,0.9984,1.126
MDM10,11.3605518,11.30969866,11.22540557,11.27851954,2.0951,1.8802,1.9424,2.0938,1.687,2.0939,2.7564,2.0775,1.8451,2.1465,2.0019
MDM12,11.11244061,11.19933346,11.06487134,11.17409205,0.6157,0.3493,0.411,0.306,0.5358,0.2609,0.2417,0.3308,0.6559,0.6366,0.4758
MDM31,12.14143009,12.15741035,12.04870298,12.1809397,1.9601,1.7399,2.1631,1.7904,1.7727,2.2511,2.008,1.4413,1.8958,1.9732,1.8074
MDM34,12.76655631,12.86407302,12.697908,13.036471,1.3483,0.7249,1.6565,1.3751,2.6379,2.0972,1.5861,0.9566,1.2488,0.889,0.899
MED11,12.4093996,12.43045102,12.27390108,12.49673718,1.1219,1.2911,0.9767,1.0744,0.7809,0.8569,1.0838,1.0676,1.1406,1.2548,1.0113
MED7,10.533736,10.50460688,10.18437441,10.96447231,0.4988,0.5329,0.4426,0.5467,0.4782,0.2204,0.2869,0.4132,0.5892,0.7032,0.7127
MED8,12.71809593,12.60690779,12.58662434,12.6141958,1.2129,1.4076,1.2606,1.5168,1.2758,1.4076,1.5367,1.4519,1.2554,1.3404,1.2457
MEI4,3.473678366,2.942745711,3.428596653,3.408752063,0.0912,0.1232,0.1275,0.1607,0.1569,0.0994,0.1107,0.1187,0.0908,0.0722,0.1113
MEK1,2.993283766,2.922936626,2.885496082,2.98838779,0.1306,0.1817,0.1804,0.1463,0.216,0.1386,0.214,0.188,0.178,0.2106,0.1868
MES1,13.08246982,13.23085704,13.31284133,13.10385937,1.1181,1.7026,0.9799,1.3737,1.214,0.7003,0.7641,1.4944,1.1106,1.3568,2.0727
MET14,12.90960464,13.00850247,12.96639247,12.92462213,18.6126,16.5158,18.1946,16.6701,14.0204,8.8202,7.4686,11.6513,14.0081,16.9942,18.8353
MET16,12.21175859,12.36878758,12.43178747,12.24173831,5.7461,5.5485,6.3535,6.239,6.3069,5.7192,5.227,5.1387,5.7659,7.1728,5.8697
MFT1,11.79658216,11.93168679,12.00631518,11.65178322,3.2051,2.7356,2.8188,2.5555,1.6837,2.0507,2.7996,2.4726,2.3243,2.6943,2.628
MGE1,13.34881349,13.3696736,13.39830097,13.09020321,5.6768,8.262,4.9981,7.7353,5.1929,2.8087,3.2121,6.2976,5.4166,5.9264,7.7494
MGM101,12.12378924,11.96633142,12.27836488,12.05040842,2.0229,2.5263,2.1443,2.3758,2.4159,2.6977,2.6726,1.8167,1.4494,1.5258,2.0422
MGR2,13.57782605,13.57981223,13.45828281,13.81377628,7.6909,7.3821,7.2432,7.2304,6.3758,5.9536,6.7203,6.8703,7.0448,7.3637,7.3669
MID1,11.34053304,11.23333851,11.30611735,11.44837998,1.5656,1.3299,1.476,1.475,1.6378,1.2975,1.1665,1.1824,1.3732,1.1878,1.3715
MID2,13.23183733,13.23809194,13.28685911,13.23462675,4.1189,3.9604,3.831,4.1366,4.4149,1.1994,0.8696,1.3218,2.3851,2.2167,3.512
MIM1,12.84161251,12.72644755,12.74141867,12.83137456,2.6119,3.3704,3.3072,3.6258,3.3225,4.586,4.4798,4.2699,3.114,3.1188,2.3756
MIP1,12.19925068,11.95145906,11.84861896,11.78817786,2.2014,2.4652,2.0747,2.8673,3.0831,2.7123,2.7065,2.5311,2.0244,1.79,2.7738
MLH1,10.69293228,10.84674098,10.68062243,10.63984274,0.8017,0.8324,0.7369,0.8542,0.703,0.6908,0.669,0.6507,0.7099,0.7856,0.7817
MMF1,14.82054629,14.89761261,14.77846784,14.93113377,19.5228,21.2032,19.7934,23.1719,25.1605,28.1161,27.9166,30.226,28.6656,28.4515,25.1961
MMM1,12.11499769,11.95884874,12.05461884,12.19278455,0.1211,0.1475,0.1815,0.1187,0.1769,0.2001,0.1803,0.1265,0.1561,0.1123,0.0473
MMS1,9.458733147,9.208910911,9.260289799,9.094456406,2.2575,2.282,2.0611,1.9672,2.5476,1.7433,1.7465,1.8832,2.2169,1.7265,2.201
MMS2,13.74067437,13.76672602,13.38927222,13.87079129,8.4483,8.1072,8.0479,7.9708,8.0952,8.6108,9.3892,9.3184,9.7449,9.1176,8.7169
MNI1,10.61574359,10.77511514,10.65399533,10.51388076,1.059,1.1633,0.6889,0.792,0.4011,0.5654,0.8578,0.9403,1.2762,1.152,0.9295
MNL1,10.73684431,10.79615796,10.61887346,11.00476013,0.3709,0.4582,0.4356,0.5439,0.7243,0.4107,0.3787,0.3448,0.4063,0.3536,0.4524
MNN9,11.55056391,11.552153,11.53422416,11.47773744,2.6619,2.3499,2.381,2.4252,2.6858,1.8716,1.5261,1.2423,2.4353,1.9771,1.907
MNS1,10.31767284,10.31928724,10.29482164,10.40311397,1.8975,1.7407,1.4554,1.7183,2.1218,1.6413,1.4425,1.4311,1.8863,1.6311,1.69
MOB1,12.55523395,12.6524282,12.58122351,12.70204061,0.6621,0.4737,0.7121,0.5176,0.6733,0.6868,0.5195,0.6785,0.8475,0.739,0.6651
MOB2,11.02137439,11.04832763,11.03707505,11.18942488,0.6523,0.4655,0.5482,0.3967,0.7237,0.5797,0.538,0.3769,0.5844,0.596,0.3156
MOD5,10.62201987,10.7205579,10.68254088,10.86146716,0.191,0.1915,0.1401,0.2173,0.3281,0.2079,0.199,0.1938,0.2877,0.1655,0.193
MOG1,9.652129106,9.399889122,9.770320064,9.6829281,2.1503,2.1052,2.0359,1.8976,1.6735,2.416,3.0292,3.2848,2.443,2.3022,2.2927
MOT1,11.76652677,11.55590738,11.46944829,11.57781728,3.2321,3.1134,3.0883,2.3685,2.4227,1.8134,2.2753,2.2346,2.5777,3.14,3.4736
MOT2,13.25252701,13.15163844,13.0145707,13.35015854,1.8264,1.5256,1.5893,1.6172,2.0202,1.6987,1.4695,1.637,1.7676,1.8854,2.1995
MPD2,12.81329603,12.70951305,12.80427128,12.65384456,2.7233,2.5998,2.3988,2.411,3.2239,1.7791,1.5883,1.6718,2.2471,2.0045,2.6441
MPH1,11.45027226,11.22408101,11.25668219,11.43791676,0.7807,0.6956,0.7291,0.6607,0.5977,0.489,0.4922,0.6459,0.5939,0.5839,0.8311
MRC1,10.92636043,10.77862062,10.38219985,10.58452573,1.0119,1.1599,0.7461,0.8941,0.8254,0.697,0.7849,1.0679,1.0879,0.8964,1.2345
MRM2,12.70778464,12.44860535,12.83559843,12.73743043,0.2276,0.3534,0.1863,0.273,0.2137,0.1184,0.1763,0.3323,0.2659,0.2505,0.3157
MRP10,12.63372788,12.69855323,12.6054008,12.43172959,1.8597,3.0813,1.7902,3.0404,3.279,2.4828,2.4233,3.0011,3.1486,2.8611,2.4346
MRP17,12.343958,12.25361639,12.27393487,12.28516567,0.4324,0.5622,0.3797,0.5091,0.4761,0.2881,0.3333,0.4941,0.3946,0.4613,0.5101
MRP2,13.55161159,13.64008344,13.66273047,13.35705602,8.0359,7.964,6.8851,6.914,6.1565,6.7381,7.4859,7.1566,6.9522,7.9657,7.6335
MRP20,11.66784869,11.65993353,11.60914889,11.97349833,1.8534,1.9047,1.7117,1.4493,1.2751,1.4269,1.7038,1.5882,1.3802,1.6914,1.7555
MRP21,11.45783478,11.33899683,11.62579581,11.25087178,3.959,3.4393,3.9115,3.5885,2.8116,3.171,4.1201,3.6273,3.0365,3.3097,3.4776
MRP4,11.5409537,11.75655018,11.47474665,11.78365407,4.2205,4.8695,4.2546,5.7785,4.3342,3.8331,4.1415,4.1893,3.3348,3.6677,4.1912
MRP51,13.0010212,13.15911108,13.09107128,12.88096178,0.8705,0.5618,0.8671,0.6333,1.1584,1.2979,1.1146,0.6733,0.7519,0.8827,0.9416
MRP7,13.11532783,13.06333072,13.13327866,13.02269251,4.0359,3.5554,3.86,3.6789,3.1413,4.1771,5.2145,4.3891,4.7013,4.151,3.8771
MRPL11,11.55041817,11.63375069,11.44937969,11.51525806,9.8104,7.318,9.2664,7.55,6.7157,9.0603,10.6447,8.8097,10.7652,10.1285,9.0681
MRPL16,12.57813417,12.50012482,12.48361166,12.47377241,2.4271,2.1492,2.3893,2.5321,2.243,1.7307,1.9708,2.1983,1.7827,1.9306,2.3652
MRPL17,11.66195763,11.73838232,11.67355441,11.33561458,2.3888,1.8222,1.8408,1.8498,1.8851,1.5723,1.8474,2.0379,1.7649,2.0753,2.8094
MRPL19,11.77996875,11.83670452,11.76175379,11.48215567,4.4019,4.2264,4.0956,4.456,3.774,2.904,2.9697,3.0887,3.3576,3.948,4.8742
MRPL22,12.97221581,12.8333124,12.93843116,12.74461207,5.2594,5.0537,4.3631,4.8838,4.2942,3.6403,4.0737,4.5438,4.6379,5.3055,5.5861
MRPL23,13.1422105,13.1385968,13.24323091,13.25976345,5.2589,4.3258,4.25,3.9757,2.7129,3.0676,3.7867,3.5712,4.0602,4.7312,4.2257
MRPL24,12.5195773,12.48322617,12.44763137,12.33471661,1.2162,1.131,1.0413,1.2124,1.2658,1.5129,1.7326,1.6202,1.5863,1.4673,1.4204
MRPL25,12.64970151,12.62690926,12.56479388,12.78216199,3.205,2.9029,2.9303,2.7878,2.3965,2.8614,3.224,2.2782,2.2096,2.6511,2.6717
MRPL28,12.9410093,12.97176881,12.83910447,13.00794257,1.6219,1.8584,1.611,1.527,1.0792,1.1478,1.3793,1.3377,1.4952,1.824,1.6926
MRPL3,12.09690387,12.21315271,12.32005175,12.10819442,1.3373,1.3368,1.0304,1.2022,0.9913,0.7736,0.7548,1.1133,1.067,1.0661,1.6342
MRPL31,13.42916444,13.52698375,13.40722736,13.19657329,5.4186,4.5939,5.1816,4.3889,3.9733,4.0477,4.3461,4.6428,5.5582,5.2383,4.7074
MRPL32,12.44730726,12.5168962,12.61428551,12.43408933,6.9829,7.7884,6.3989,6.9322,6.6479,5.2498,5.6495,6.6678,6.6871,7.1901,7.5411
MRPL33,12.5944196,12.50203593,12.54291431,12.65282136,2.3817,2.1165,1.7041,1.746,1.6457,1.7543,2.3147,2.3071,2.8755,3.0166,2.4477
MRPL37,12.20200837,12.39295266,12.39261921,12.27041514,3.2204,3.161,2.6933,2.7708,2.5633,2.2116,2.4348,2.959,2.8054,3.1919,3.4193
MRPL39,13.19555548,13.20392546,13.29260066,13.15872879,7.9252,7.8814,6.9965,6.7893,6.3746,6.8272,7.5147,5.6258,6.3101,6.8358,6.0358
MRPL4,11.14646656,11.09721571,11.05956333,11.94198257,3.5913,3.1239,3.1709,3.004,2.2247,2.3488,3.2116,3.0184,3.2622,3.0789,3.2553
MRPL44,12.73359712,12.64195862,12.68555543,12.42991654,1.3818,1.7819,1.5227,1.5281,1.2314,1.5371,1.5291,1.2248,1.5766,1.5758,1.3503
MRPL51,12.31426541,12.39762812,12.45217473,12.15991421,3.2176,3.7479,3.7845,4.1247,3.6581,3.2926,3.0884,3.0363,2.8618,3.5317,3.5483
MRPL6,12.35029035,12.30634338,12.40093272,12.27225245,2.1212,1.6824,1.9506,1.8741,1.8924,1.7193,1.6945,1.9558,1.9706,1.8806,2.3082
MRPL7,12.39807832,12.46011651,12.33555076,12.25446242,2.8283,2.1176,2.5636,2.2857,2.2575,3.2317,3.0551,2.4727,2.5962,3.3524,2.9583
MRPL8,11.72452729,11.8351394,11.72642513,11.8334625,3.3523,2.8921,3.4999,3.3597,2.3181,2.196,2.9434,2.9516,3.3334,3.0308,3.2273
MRPL9,12.95168754,13.02892076,12.94962463,12.92617734,4.9944,4.4078,4.718,4.6864,3.3608,4.1345,4.8434,4.771,5.2742,4.8564,4.3283
MRPS16,13.02162593,13.05740548,13.10298097,12.72352476,2.9346,3.4159,2.7122,3.5446,3.2117,2.9797,3.312,3.3366,2.8997,3.0948,3.2111
MRPS17,12.41367204,12.49846485,12.60928811,12.3097515,3.1591,2.7404,2.6495,2.6573,1.4778,1.6253,2.002,2.0954,2.252,2.4838,2.526
MRPS18,12.23684694,12.14654587,12.29466269,12.06521943,3.647,2.9081,3.4777,2.9844,2.1388,2.8376,3.4644,3.3031,3.6647,3.3171,3.4527
MRPS28,12.42732555,12.40063007,12.42078815,12.29947247,3.1252,2.868,2.8472,3.0156,2.173,2.3841,2.7241,2.4894,2.9137,3.1515,3.0212
MRPS8,11.70031072,11.70990428,11.80517909,11.67026954,5.0366,4.9863,4.646,4.2659,2.9403,2.8323,3.483,3.7736,3.5612,4.3374,4.5387
MRS1,10.55600715,10.70892782,10.72802729,10.75406021,9.5403,9.0581,8.9383,7.6561,7.2731,5.0241,4.1004,6.2009,8.8508,8.8915,10.2878
MRS2,7.45940993,7.479967038,6.944997852,7.073961537,0.7693,0.5568,0.4268,0.3869,0.4257,0.4165,0.4571,0.6207,0.7367,0.7819,0.7398
MRT4,10.86442206,11.37403896,11.64391311,11.05094731,11.6416,12.8159,8.0175,6.487,4.8488,4.054,4.4238,8.627,7.3882,12.3848,14.858
MSA1,10.64738931,10.32903206,10.37647716,11.16300027,0.6841,1.1618,0.3131,0.7726,0.7006,0.2799,0.4056,1.5306,0.7258,0.737,1.6666
MSC1,14.9926086,14.93239833,14.95969358,14.82002414,1.0944,1.1008,1.2411,1.2167,1.5258,0.8794,0.7667,0.8897,0.8167,0.7775,1.1766
MSD1,11.64035006,11.62597535,11.59377865,11.75892027,0.7398,0.9294,0.5565,0.6636,0.5374,0.6001,0.7434,0.7217,0.667,0.7675,0.7527
MSH1,7.910265118,8.24502385,8.525969605,7.696358259,1.2207,1.597,1.1932,1.2399,1.7333,1.52,1.4986,0.9497,1.6179,1.4595,1.3823
MSH3,8.028689175,7.804415379,7.686058221,7.160462594,0.5112,0.8218,0.4782,0.7866,0.7299,0.3874,0.4133,0.631,0.6129,0.619,0.6537
MSL1,9.615269639,9.702958427,10.04222039,9.53000344,0.0389,0.0785,0.041,0.0626,0.0554,0.0318,0.0548,0.0616,0.0633,0.0537,0.04
MSP1,12.87085723,12.78005241,13.07177203,12.70088893,3.9681,3.7405,3.7165,3.7054,4.67,4.7508,5.3443,4.791,4.692,3.6394,3.7374
MSS1,11.36859514,11.41541335,11.38837233,11.39927854,1.0409,0.9607,0.8537,0.8054,0.9654,1.0046,1.1953,0.9855,1.0792,1.0054,0.9098
MST1,11.08358084,10.98976469,10.99325931,10.92633951,2.4677,2.7553,1.9459,2.4009,1.5585,1.4107,1.3237,2.018,1.8764,2.3935,2.5863
MSW1,10.40495184,10.46869646,10.49622362,10.63245101,2.1168,2.1893,1.8161,1.5392,1.5848,1.1757,1.3412,1.6621,2.3967,2.4414,2.0882
MTF1,10.78820537,10.66626689,10.7131201,10.87474863,0.9728,0.5452,0.6713,0.4888,0.8015,0.6332,0.6305,0.4454,0.8828,0.7869,0.5246
MTG1,12.55846647,12.50522586,12.59687251,12.25737198,2.4548,2.6489,2.0694,2.3268,2.1539,1.716,1.8966,2.3586,2.4128,2.8369,2.8715
MTO1,5.920059291,5.963695631,5.823044192,6.0504981,0.8406,0.7346,0.8026,0.7745,0.7585,0.6555,0.8543,0.7008,0.7962,0.6753,0.8587
MTR10,11.82981681,11.8486215,11.6844273,11.8684602,1.7562,1.7463,1.3217,1.3109,1.5767,1.0007,1.0434,1.4826,1.3239,1.3469,1.8949
MTR4,8.522404423,9.331321568,9.577147378,8.539570922,4.1777,4.0758,3.6609,3.098,2.7766,1.9092,1.9641,2.5029,2.7356,2.8673,4.1155
MUD1,13.28428638,13.30774067,13.13991573,12.97067272,3.2353,3.6679,3.3105,3.8273,4.6817,4.4647,4.4812,4.6775,3.8571,3.4424,3.7359
MUS81,10.36423981,10.18519094,10.302838,10.36514198,0.7033,0.603,0.7063,0.8179,0.9217,0.7221,0.6737,0.6615,0.7437,0.6356,0.8111
MVD1,12.17014136,12.26293797,12.33025832,12.4852503,4.6072,4.8345,3.8535,4.5179,4.8421,2.8722,2.857,4.2149,3.3797,3.6155,5.9036
MYO1,10.66574986,10.57109366,10.41979569,10.44313495,2.4832,2.9781,2.7182,3.2412,4.0912,3.1006,3.1582,2.7218,1.9626,1.3831,2.5171
MYO2,13.02189333,12.98425226,12.95364283,13.03069949,1.154,1.2572,1.2399,1.3865,1.8383,1.6676,1.6506,1.1654,1.2209,1.0907,1.1121
NAB3,12.23551062,11.87638883,11.9977271,12.57013574,0.7496,0.8088,0.7477,0.8137,1.1464,1.1084,1.052,1.2429,0.8864,0.8217,1.0125
NAM9,12.71664534,12.76089777,12.69920688,12.65559501,6.3254,6.1117,5.9757,6.0571,5.4084,4.5781,4.5734,5.1596,5.3214,5.9497,6.2812
NEM1,12.00514537,11.96610447,12.24478778,12.19460744,0.719,0.6773,1.2451,0.9072,1.4304,1.496,1.3353,0.8146,1.0061,0.6087,0.5072
NFS1,12.84845306,12.9976124,12.99519363,13.07797768,7.2734,5.4675,6.9334,5.1088,6.9403,7.2612,7.1325,4.9941,7.5206,7.1745,6.8122
NGG1,12.15881139,12.18906643,11.9958694,11.79745489,2.0848,2.3418,1.8312,2.1478,1.7459,1.5674,1.3771,1.2143,1.3633,1.8913,1.6173
NHP2,12.16373008,12.31307614,12.29314569,12.16949441,16.7023,17.2389,14.8804,14.8993,8.9698,7.7519,10.1577,13.0395,13.5597,15.8224,15.7353
NMD3,11.58377498,12.18652414,12.17649177,11.80468552,4.4884,3.4698,2.6792,2.1986,1.8287,1.6159,1.9157,2.8459,3.6004,5.0013,5.7916
NMT1,12.17007608,12.23568477,12.31523794,11.90304193,0.071,0.0786,0.0631,0.0907,0.0514,0.0388,0.0735,0.0909,0.0838,0.0773,0.0751
NNF1,4.631425563,5.123047445,4.805103567,4.597801289,0.7096,0.4615,0.3817,0.4679,0.3561,0.2278,0.2987,0.3652,0.587,0.6155,0.4861
NNT1,11.78293025,11.99673049,12.17884042,11.86844846,3.2904,2.9977,2.779,2.1717,1.9433,1.1015,1.4388,2.007,2.1664,2.875,3.1429
NOC3,9.862655719,10.67867872,10.74549606,10.15049463,2.1361,2.8828,1.8438,2.1133,2.4045,1.2701,1.2277,1.7866,2.0316,2.2852,2.2831
NOG1,8.682385109,9.028441753,8.955025347,8.783761408,4.2348,4.4187,2.2589,1.9454,1.8154,1.3051,1.4791,3.1631,3.1355,4.0983,5.4658
NOP10,12.56067188,12.79773906,12.75988558,12.48525629,15.717,16.2129,13.4518,14.3772,11.507,7.9001,8.0552,9.516,12.0924,14.3408,14.8256
NOP12,9.585709851,9.970092953,10.07859843,9.567613344,4.2348,5.0386,2.5905,2.4533,1.6755,1.1974,1.5477,2.9945,3.3312,4.5109,4.239
NOP16,10.56159094,10.87263013,11.04813371,10.71332006,3.6153,4.5944,2.0962,2.1698,1.265,1.4065,2.0804,2.834,2.8902,4.4082,4.2752
NOT3,11.62201749,11.57136801,11.36742607,11.49987136,1.487,1.7508,1.6097,1.8475,2.3006,1.3297,1.1796,1.4547,1.5064,1.2232,1.5126
NPL4,12.00272662,12.06680139,11.99540364,12.21302318,1.2224,1.2051,1.4936,1.3117,2.3233,2.5834,2.0759,1.1582,1.4433,0.8245,0.8482
NRD1,12.98081897,12.94725833,12.86010509,13.16320936,1.0295,1.0058,0.8116,0.7037,1.0204,0.6628,0.5018,0.7088,0.9943,1.1684,1.3069
NRM1,7.17498373,7.323375466,6.639806262,7.503467062,1.5107,1.7348,1.2489,1.201,0.9819,1.0712,0.9853,1.5525,1.6407,1.4507,1.7901
NSE3,12.3819134,12.19325682,12.23640066,12.11598947,4.229,4.4667,3.4738,3.8845,3.0846,3.0102,3.1487,4.5539,3.7255,4.572,5.628
NSE4,7.541552197,7.586675735,7.676263775,7.995999457,2.6221,2.7736,2.5706,3.057,2.631,3.6947,4.3263,3.4883,2.5666,2.8785,2.7768
NSE5,10.71333257,10.77010107,10.75399652,10.68786842,2.4098,1.7777,2.0055,1.7248,1.9342,1.8527,1.9979,1.4936,2.0409,2.7047,1.8539
NSP1,12.80288,12.81007251,12.79021167,12.94552036,2.0009,1.8582,1.7118,1.6311,1.7151,1.2564,1.3946,1.0259,1.6805,1.037,1.272
NTA1,11.82416917,11.93661474,11.99697271,11.89834906,0.8539,0.7063,0.8729,0.8248,1.006,1.9284,2.2822,1.6365,1.4762,1.2725,1.0596
NTE1,11.01001456,10.95337986,11.00030141,10.93569137,0.6745,0.866,0.6525,0.8143,0.914,0.7817,0.7471,0.9766,0.8281,0.6458,1.0072
NTH1,14.279935,14.25363549,14.31658321,14.35687976,0.9686,1.1033,1.3233,1.4876,1.0596,0.746,0.8362,0.8816,0.7137,1.0708,1.1182
NUC1,6.715191173,6.715191173,7.336146798,6.746267894,7.9148,7.317,6.3026,5.4946,4.2723,2.2208,2.2903,4.4814,5.993,6.2559,7.7571
NUF2,10.31154601,10.36803086,10.44388667,10.24746011,0.888,0.5687,0.5937,0.402,0.4452,0.707,0.8752,0.597,0.9606,0.9017,0.7362
NUP120,11.76906502,11.68735634,11.97771464,11.63335004,2.7083,2.6998,2.4514,2.7751,3.1289,2.8764,2.9085,2.2721,2.7911,2.509,2.463
NUP60,11.38633671,11.65181537,11.29833901,11.59695449,2.1506,2.0125,1.9388,1.9105,1.9577,1.4917,1.4584,1.7335,1.7807,1.6153,2.0586
NUP82,11.82919986,11.87056113,11.75733752,11.80740688,1.7156,1.3747,1.8279,1.5424,1.8312,1.8513,1.8872,1.3578,1.5637,1.3458,1.3476
NUP85,11.5032957,11.61064375,11.56044671,11.56302197,0.6,0.8957,0.4597,0.7383,0.9779,0.6992,0.7244,1.0318,0.9999,0.6898,0.7524
NUT2,9.190991841,9.106412582,9.391508682,9.162368822,0.5727,0.3507,0.3739,0.2341,0.2783,0.5621,0.6085,0.4044,0.5095,0.7218,0.3885
OAC1,12.58955651,12.83644016,12.5016694,12.74090348,4.8135,3.614,4.6635,4.0882,6.6053,7.2342,7.0277,7.6435,7.998,7.4272,5.7603
OCA2,11.8994732,12.04973252,11.93957071,11.89017303,1.7487,1.5162,4.9772,3.4735,4.7087,4.613,4.5334,2.0803,2.042,1.0415,1.3168
OCH1,13.14441488,13.23930519,13.08527653,12.83910008,1.0009,0.6434,0.9708,0.6104,1.0453,1.3902,1.2773,0.9582,1.1685,0.6941,0.9017
ORC1,10.52577694,10.66124615,10.64689825,10.33636629,1.2683,1.2643,1.2135,1.1317,1.1506,1.2277,1.2082,1.0969,1.3522,1.3754,1.02
ORC2,11.76546301,11.73829119,11.56920942,11.8158473,2.352,2.1573,2.3152,2.0889,2.326,1.9414,1.9969,1.5836,2.12,2.7233,2.4354
ORC3,10.06780961,10.21644386,9.976808222,10.1093748,1.2253,0.9967,1.3489,1.2116,1.2169,1.0705,1.0573,0.9783,1.2518,1.1798,1.1598
ORC4,10.33255725,10.33060717,10.29470907,10.60959696,1.4065,1.4286,1.1709,1.1318,1.3211,1.0812,1.0815,1.2115,1.0506,1.085,1.4623
ORC5,10.97660724,11.1934216,11.35496668,11.05413534,1.7396,1.7438,1.3869,1.3895,1.0543,0.8409,0.9091,1.6013,1.8083,2.3822,1.8475
OSM1,13.08369661,13.06847012,13.1684897,13.04894072,1.992,1.4135,2.171,2.0414,2.4621,3.6871,3.1345,3.0902,3.2056,2.0738,1.8679
OST1,13.16220828,13.0144494,13.03546612,13.06203949,8.2728,5.9704,7.4091,6.1131,6.8066,5.9548,5.5495,5.3575,6.4979,6.7628,8.3141
OST2,12.83634469,12.85703923,13.18244821,12.71821019,11.0118,10.8893,9.3261,9.5273,10.0342,10.0588,9.8922,9.819,9.9282,11.2653,10.9218
