,GSM476089,GSM476090,GSM476091,GSM476092,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
TRS120,11.47024558,11.56690606,11.42705289,11.44237847,2.2297,2.0753,2.1375,2.062,2.5449,2.7121,2.6084,2.1877,2.4141,1.8642,2.0368
TRS130,10.48975411,10.52464459,10.46025612,10.52508797,0.7882,0.948,0.7565,0.826,1.021,0.7931,0.5929,0.6371,0.7934,0.7243,0.8653
TRS20,10.13488196,10.08916832,10.18427881,9.978007189,2.1988,2.3223,1.9768,2.0869,1.4383,2.3015,2.6104,2.1027,2.0041,2.1518,1.8912
TRS23,12.16886161,12.34003746,12.1780807,12.64850112,1.7223,1.915,1.4546,1.8814,1.4056,1.4915,1.5886,1.6847,1.9621,1.9511,1.7687
TRS31,12.44099323,12.53865587,12.37227983,12.69784977,0.1522,0.1348,0.1255,0.1122,0.162,0.1034,0.1249,0.0904,0.154,0.1292,0.1129
TRX2,15.31852303,15.23924963,15.27817087,15.27914929,6.3615,7.5207,5.8269,6.7255,5.4221,4.9876,5.7278,6.8956,5.8724,7.6612,8.2139
TTI2,11.12248836,10.99038231,11.12741016,11.0448716,0.3073,0.2512,0.2747,0.2103,0.2476,0.2052,0.2255,0.1733,0.2896,0.3057,0.249
TVP23,13.44769343,13.34135528,13.47728079,13.58577129,2.9772,3.9156,2.3207,3.4634,2.7037,1.9872,2.1885,4.1358,2.7069,3.353,4.0295
TWF1,12.91850012,13.04271031,12.78836413,13.01443332,4.0171,4.5035,4.2191,5.6165,6.8961,7.9141,7.3932,7.4164,5.7768,6.127,5.0464
TYR1,11.91350072,11.90816331,12.09551648,11.86394885,4.2751,3.0529,4.1123,3.2348,3.2682,3.1846,3.3278,3.3036,3.6803,3.939,4.6732
UBA3,11.46316542,11.4234044,11.42860543,11.46120263,1.8589,2.2099,2.1107,2.1076,3.1,2.8841,2.4268,1.4658,1.839,2.0355,1.5916
UBC1,14.01043987,13.93936706,13.97922008,14.02514873,2.6889,3.0419,2.7546,3.4124,3.555,2.4825,2.8774,3.6759,2.9647,2.6021,3.2106
UBC11,1.986394887,1.944899848,1.970020143,1.941950687,4.6749,4.4004,4.8617,5.137,4.6834,5.251,5.3068,6.4039,5.6529,5.6786,5.8061
UBC13,13.28028863,13.23545307,12.98152255,13.50795947,13.0974,12.6164,13.3064,13.2805,13.1701,14.7039,15.9115,14.7899,15.5677,14.7787,14.5075
UBC6,12.24138668,12.29476506,12.07742923,12.3066239,1.7003,1.7549,2.3584,2.7244,2.6374,2.5278,2.525,2.2406,2.0296,2.0921,1.9007
UBC7,13.85221049,13.87858072,13.87585187,13.87829382,5.2612,5.0443,5.2979,6.0637,6.5285,7.7362,8.3225,6.8244,5.7692,5.7228,5.5165
UBI4,14.81288113,14.83293688,14.91966143,14.61962833,17.4383,16.2538,19.7462,22.3306,26.829,30.4699,27.782,23.9348,25.4121,22.9635,17.4172
UBP1,11.89217944,11.9023555,11.94603495,12.0238856,0.9712,1.1126,1.0054,0.8844,0.7442,0.5631,0.6973,0.8275,1.0414,0.8363,1.008
UBP11,12.91638126,12.97248923,12.79613268,12.78540349,1.0361,1.314,1.5077,1.8291,1.4612,0.7313,0.7727,0.9429,1.1064,1.0908,1.3444
UBP12,11.08329099,11.25704223,10.98932426,10.95662505,3.1101,3.2442,2.9013,3.3842,4.0019,2.6489,2.3046,2.6497,2.9911,2.5365,3.4139
UBP13,11.36778947,11.43792193,11.4491088,11.25279849,2.2045,1.8981,2.2754,1.9624,2.6095,2.1195,1.9907,1.7678,2.0465,1.8328,2.0075
UBP14,11.88915237,11.66679206,11.77045075,11.80977255,0.8233,0.7666,0.9158,0.8937,1.7465,1.3189,1.2317,0.8494,1.0501,0.5994,0.8337
UBP15,13.29516219,13.07467707,13.2540032,13.14386083,2.7787,2.9252,3.6935,3.8868,5.7316,6.3131,5.7052,3.3243,2.9737,2.0573,2.1381
UBP16,9.489024662,9.340697331,9.315389096,9.47374623,2.2562,2.8594,1.843,2.3502,2.0136,0.9661,1.0426,1.8969,2.0771,2.4061,2.4585
UBP2,13.52866503,13.48639783,13.44077171,13.22550334,1.4352,1.5474,1.6206,1.8052,2.1531,2.2114,1.8269,1.2352,1.2203,1.1032,1.2115
UBP5,11.50755118,11.38586064,11.38907384,11.70685438,1.1928,1.1984,1.2613,1.4561,2.0161,1.8833,1.6112,1.3261,1.3739,1.0534,1.2892
UBP7,11.08136811,11.06327129,10.9428761,11.12755859,1.0818,1.395,1.0364,1.4367,1.8116,1.2735,1.0506,1.3086,1.3881,1.393,1.3969
UBP8,10.77430072,10.78247698,10.9148678,10.56602429,0.7579,0.8532,0.7494,0.718,0.9502,0.7583,0.8333,0.6884,0.8652,0.7279,0.6742
UBP9,11.79024109,11.85143468,11.6644433,11.83572526,0.5493,0.5617,0.5316,0.7339,1.1188,0.8795,0.8015,0.7801,0.7251,0.5316,0.6292
UBR1,12.93591484,12.8509326,12.62934768,12.71167654,1.2918,1.1872,1.2858,1.2816,1.627,1.537,1.3961,1.7528,1.8701,1.5014,1.5801
UBX2,12.84861063,12.76319636,12.77944703,13.0718662,1.5152,1.8355,1.8316,2.2159,3.2842,3.2479,3.2048,2.9429,2.0367,1.7157,2.034
UBX3,12.88996911,12.83328663,12.7128085,12.52455402,5.2513,5.3481,6.277,6.8917,6.6896,4.8001,4.9441,6.1205,6.3755,4.7242,4.5036
UBX4,11.84969973,11.86201583,11.57702254,12.15113058,2.3524,2.6009,3.4326,3.5402,4.0678,4.3487,4.1907,3.0399,2.5397,2.6262,2.829
UFD1,10.35772217,10.46802919,10.32961538,10.49505652,2.6344,2.9218,3.81,3.6873,4.8306,4.9523,4.8388,3.1398,2.5765,2.1617,2.6516
UFD2,13.21053084,13.15599658,13.15784964,12.9875108,2.9479,2.6919,3.1195,3.2459,4.3546,4.0861,3.9844,3.3234,3.9067,3.2499,3.3265
UFE1,12.69610137,12.62230242,12.70487874,12.73222406,4.0348,3.2298,3.7357,3.4732,2.8784,3.7621,4.0663,4.214,3.9138,3.8267,3.6239
UGA1,14.20812247,14.21817008,14.30427326,14.29177372,0.6196,1.1117,0.53,0.9387,1.1048,0.4579,0.4583,0.9221,0.6477,0.7203,0.956
UGO1,12.19650153,12.08858971,12.17283278,12.15327798,1.3793,0.792,1.2472,0.9793,1.2124,1.0604,1.0484,0.8407,1.2294,1.3307,1.2005
ULP1,12.44699861,12.46184632,12.42832267,12.31787475,1.9563,1.4671,1.3486,1.2325,1.2232,0.789,0.9993,1.1675,1.306,1.164,1.5292
UMP1,13.22823441,13.1010982,13.1635442,13.37384928,11.028,12.3907,12.725,13.195,14.164,16.1729,16.6909,13.5347,12.8581,12.6624,11.0388
UPS1,12.96405532,12.90161068,12.76822982,12.90623875,1.7232,2.1432,1.3285,1.3248,0.5699,0.3611,0.7029,1.769,1.9137,1.8805,2.0831
URA1,14.78587881,14.77819574,14.82181233,14.86278518,16.496,15.9068,15.1014,14.8961,14.7034,10.8835,8.8676,13.1364,15.7988,15.2374,18.4223
URA2,14.76525484,14.58979494,14.6068678,14.84143994,1.3045,1.252,1.2413,1.381,1.4297,0.748,0.7776,1.4335,1.0764,1.4003,2.0565
URA4,14.00957889,14.04921352,14.09014964,14.03809265,10.895,9.9717,10.1731,9.6473,8.8773,7.8686,8.2497,9.9866,10.7945,11.6581,11.961
URB2,8.267952864,8.944693058,9.039846669,8.542740526,3.0587,2.1929,2.8494,2.2495,1.6761,1.3721,1.3843,1.4617,2.2191,2.4174,2.2557
URE2,12.25835804,12.29523982,12.32490924,12.21540083,1.2148,1.2504,1.1929,1.1462,1.6866,1.6322,1.5146,1.823,1.7029,1.135,1.6056
URM1,10.29455796,10.43346103,10.68124899,10.21080057,1.1167,1.7009,0.9022,1.3814,1.2144,0.9365,0.9139,1.3423,1.2804,1.5473,1.5163
USO1,11.91683767,11.88208421,11.71651245,11.51703883,0.6162,0.6994,0.5096,0.6421,0.6239,0.5919,0.5917,0.5031,0.6541,0.6739,0.5971
UTP10,10.83608541,11.37998757,11.4209126,10.74337824,3.7795,4.3211,2.906,2.8019,3.2369,1.6582,1.7435,2.3405,3.025,3.3303,4.11
UTP13,9.718470233,10.13744124,10.29729114,9.429743828,1.9293,1.8437,1.3341,1.2198,1.1707,0.8417,0.9224,1.4601,1.5428,1.5332,2.2907
UTP15,8.454758635,9.035779687,9.293639366,8.621994403,2.4599,2.1256,1.6759,1.3152,1.5696,1.101,1.1847,1.1523,1.9781,1.9173,1.9322
UTP20,10.57954319,11.28005835,11.0997273,10.45877914,3.9998,4.1988,2.766,2.8473,2.5671,1.5736,1.8451,2.3371,3.0361,2.8089,3.9755
UTP23,9.506110227,9.909890879,9.804527296,9.190452912,4.2288,4.5661,2.9396,3.151,2.2722,1.5519,1.8302,2.8792,3.5266,4.695,4.925
UTP4,8.824386347,9.325413211,9.27818538,8.535030757,2.3913,2.6743,1.8425,1.9441,1.5685,0.6786,0.8002,1.4293,1.7223,2.2498,2.7838
UTP5,10.23019384,10.7806318,10.68984723,10.91460421,1.6848,1.8002,1.4004,1.5958,1.4178,0.879,0.8112,1.0356,1.3028,1.586,1.8106
VAC7,11.53172896,11.43295389,11.46092772,11.49143511,1.2441,1.5738,2.1889,2.6055,2.482,3.0307,2.766,1.8501,1.2579,1.4327,1.5411
VAC8,13.52606927,13.46666953,13.60764093,13.73260693,2.6896,2.0845,3.0158,2.3446,3.2464,2.8274,2.6289,2.1598,2.6554,2.0937,2.3916
VAM6,11.05447529,11.07552662,11.18898879,11.07939715,1.2055,1.2923,1.1985,1.1544,1.5318,1.2986,1.3111,1.0793,1.1706,0.9842,1.157
VCX1,13.98317243,13.791018,13.9543792,14.03279794,4.6984,2.3035,4.1724,3.0202,5.4528,7.121,5.47,3.8504,5.5004,4.2838,3.3169
VHT1,11.43715215,11.2883904,11.39928765,11.70754267,3.9697,3.3667,3.6382,3.7704,5.8758,4.1312,4.9942,13.6105,11.2579,5.0237,6.7223
VIP1,12.58127526,12.64726837,12.36356032,12.59037554,14.6095,16.1757,18.9875,19.1705,23.197,24.0689,24.5302,23.5241,20.4387,15.3902,13.8626
VMA10,15.04047908,14.95644395,14.98274437,14.93666107,11.728,11.6417,10.7573,10.6813,8.8714,11.8377,13.4181,11.2398,12.2371,12.6544,10.5013
VMA13,14.80037977,14.70532023,14.70069294,14.83588996,5.4946,4.6663,5.7597,5.6701,7.6686,6.4318,5.8885,5.7257,6.9817,7.3371,6.8948
VMA2,14.90695306,14.92304801,14.84628495,15.01095888,8.2371,5.9788,8.1261,5.4635,7.9407,7.6264,6.8745,5.9396,9.6392,8.9435,7.0992
VMA4,14.60615707,14.67541034,14.5809973,14.71342487,9.7171,9.1601,9.8519,10.2803,10.0862,11.5174,12.4014,12.0472,11.8189,11.2001,10.3011
VMA6,12.97787115,13.09978478,13.26272408,12.68798551,2.273,1.3567,2.3802,1.7895,2.492,3.5881,2.9554,2.5514,3.8497,3.0829,2.5903
VMA7,14.02699686,14.01539841,14.01667519,14.10266394,9.9439,9.4068,9.1032,9.0823,8.9198,9.127,9.5885,9.9302,10.6099,10.4895,10.0029
VMA8,14.39982303,14.49378552,14.46904037,14.26594599,4.5663,3.3248,4.2475,4.6576,3.5031,5.8779,6.0136,5.9811,5.2709,5.9547,5.5815
VPH1,14.71256714,14.79435485,14.74837901,14.82104138,5.6149,4.2569,6.0111,4.3974,5.0577,5.9574,5.427,4.6035,5.5955,4.4935,4.7788
VPH2,11.94204822,11.84259047,12.0883097,11.8620596,2.3401,3.2152,3.8676,4.2905,4.104,5.3106,5.2567,3.1155,2.5228,2.7812,2.1667
VPS1,13.93706544,13.75423141,13.76775692,13.79096647,0.8262,0.8998,0.8178,1.0692,1.5511,1.3898,1.2697,1.1026,1.1099,0.7506,0.87
VPS16,10.50259263,10.47124334,10.33815718,10.09419553,0.994,0.7429,1.2082,1.0015,1.5128,1.5495,1.4649,0.8691,0.9865,0.6844,0.873
VPS17,13.41850052,13.47014364,13.28866064,13.40074511,1.6158,1.2408,1.7973,1.5686,2.4114,2.5808,2.494,2.103,2.4737,1.3389,1.4932
VPS20,12.47448308,12.45398998,12.54429382,12.28024745,0.5267,0.4263,0.2995,0.4763,0.4395,0.3074,0.3893,0.5242,0.4374,0.4732,0.592
VPS24,12.59607819,12.5148312,12.66873187,12.44349748,1.4108,2.0613,1.6832,1.4713,0.6933,1.2073,1.462,2.091,2.2818,2.0698,1.6866
VPS25,12.26200263,12.17927613,12.21055774,12.2226545,0.4139,0.5215,0.4014,0.4052,0.2542,0.3379,0.455,0.4699,0.4019,0.4376,0.4695
VPS28,12.6473768,12.59319238,12.46624986,12.52514967,2.5842,2.7495,2.2699,2.4949,1.9284,2.1018,2.9753,3.0155,2.4035,2.373,2.4212
VPS3,10.45071123,10.44370967,10.46727161,10.24570446,0.5919,0.5542,0.6188,0.5944,0.6667,0.7137,0.8254,0.534,0.6373,0.6138,0.5954
VPS33,11.51061119,11.56503799,11.50225566,11.53539256,2.3575,1.9923,2.3711,2.1684,2.8149,2.2926,2.1859,1.5908,2.3527,2.2717,1.8384
VPS35,13.04907944,12.89374786,13.00413448,12.96514846,1.5772,1.5016,1.8498,1.925,2.7623,2.5683,2.3911,1.8569,2.1221,1.4884,1.5675
VPS36,13.01472033,13.14863072,13.14851539,13.00746771,0.8078,0.627,0.9371,0.5438,0.5742,0.7374,0.7616,0.5186,0.6072,0.5709,0.5927
VPS4,12.55697696,12.44888591,12.60651777,12.21008862,3.3465,3.1896,3.6045,3.2226,3.4757,3.0587,3.0905,3.594,3.0207,3.2314,4.248
VPS41,10.5576675,10.40983994,10.50640555,10.01788582,0.8137,0.9154,0.8819,1.0901,1.2852,1.1628,0.9657,0.6039,0.6598,0.6191,0.6791
VPS45,12.04380768,12.08074545,11.90178995,11.92630229,1.5838,1.3015,1.4445,1.147,1.6832,1.6762,1.5268,1.0778,1.8973,1.3722,1.1083
VPS5,10.83431697,10.89378407,11.03330847,10.64420265,0.8828,0.646,0.7698,0.7813,1.22,1.0085,0.8955,0.7692,0.9291,0.5871,0.6735
VPS51,10.58012119,10.52464232,10.5380921,10.32299391,0.1431,0.2198,0.1073,0.186,0.2079,0.0922,0.1294,0.152,0.1877,0.1771,0.1669
VPS52,11.44948551,11.3679072,11.40868185,11.45386573,2.5799,1.938,2.285,1.8312,2.0209,2.2891,2.3075,2.0234,2.9308,3.0415,2.7913
VPS53,12.02835581,11.88359189,11.68272442,11.80193498,1.1935,1.3097,1.2282,1.5146,1.6263,1.3234,1.2608,1.0497,1.2317,1.1491,1.2357
VPS54,11.46649586,11.50921115,11.4372432,11.32730512,0.7118,0.6489,0.6672,0.6596,0.7571,0.7583,0.7837,0.7116,0.7139,0.6902,0.7077
VPS55,13.95204223,13.81965748,13.7175382,14.05150832,7.9236,7.2508,8.2748,7.3742,7.2828,10.1401,11.1547,9.9632,9.1838,8.3049,7.921
VPS66,11.88508825,11.85936445,11.97112808,11.85681814,3.3805,3.5957,3.3392,4.184,3.0748,2.7575,2.9242,4.3016,3.6348,4.3674,4.6216
VPS71,12.18767376,12.22419521,12.39469617,12.17585614,1.1382,1.3723,1.3177,1.2232,0.9232,0.8732,1.1752,0.9934,0.9699,1.0601,1.0744
VPS8,11.96780214,11.85443823,11.71468834,11.94167551,1.2988,1.3183,1.0937,1.4195,1.73,1.6122,1.6519,1.1953,1.1617,1.0185,1.1835
VRG4,12.96054096,13.01621384,13.14144008,13.19456249,3.9272,2.4362,3.7459,3.2142,5.1774,5.6041,4.5865,2.7835,5.1044,4.7467,2.8858
VRP1,12.48763625,12.62422135,12.10404828,13.35459871,0.8199,0.8668,0.7504,0.8461,1.109,0.6487,0.7434,0.8631,0.6779,0.6027,0.9529
VTC4,13.37466469,13.48682652,13.38128782,13.56009481,2.7201,3.0285,2.0434,2.8975,3.4735,2.3685,2.1164,3.6434,3.937,3.5122,3.7839
VTI1,13.94334003,13.89657391,13.94517153,13.96123392,4.4458,4.9854,4.5153,5.1246,4.381,6.0392,6.7737,6.2781,6.8666,5.4526,4.9253
WBP1,14.25502198,14.24325022,14.20184762,14.29446329,8.9158,6.5353,8.834,6.5105,9.2174,9.1308,8.7636,8.6384,8.9684,7.6015,9.7858
WRS1,12.10730178,12.12772108,12.12322514,12.25995548,6.0869,6.9253,5.3062,6.0829,6.5283,4.6916,4.3413,5.4819,5.5592,7.1563,7.6797
YAF9,11.02435622,11.00219846,10.88872585,11.21975314,4.2715,5.4544,3.9766,5.168,4.0973,3.0803,3.2245,4.5012,3.4836,4.6754,4.9825
YBT1,12.81911443,12.7670722,12.81533015,12.74357569,0.6972,1.0923,0.6296,1.2345,1.0372,0.532,0.425,0.4857,0.6078,0.6633,0.663
YKT6,13.86384688,13.7333031,13.88774204,13.77697094,6.8322,6.7459,6.6863,7.0465,7.0289,7.6178,8.9179,8.0056,7.1985,7.0082,6.7283
YND1,12.15251554,12.08970686,12.00280808,12.28190458,0.9148,0.877,0.7528,0.8976,0.9564,0.6627,0.7247,0.8301,0.9463,0.8467,0.8523
YOP1,15.04711472,15.02344789,15.09368874,14.92314361,11.1256,12.6919,13.1526,14.5375,14.7696,18.3678,20.1384,14.7454,11.5383,11.5114,10.4208
YOX1,8.74880146,7.908361531,7.97936796,9.2407392,1.2951,1.1483,1.1053,1.1012,0.9971,1.4091,1.9308,2.1401,2.0836,1.4942,1.7453
YPT1,14.8322596,14.65626648,14.80417525,14.8068667,15.6168,14.7414,14.0965,14.5526,14.0806,16.1651,15.2516,16.945,17.8915,16.7464,15.7484
YPT7,13.89203134,13.79990682,13.94769551,13.85481486,4.5404,4.6887,5.7938,6.398,5.9784,9.9325,10.6483,7.8266,6.1019,5.1591,4.3151
YSH1,11.38608337,11.54835723,11.5194472,11.35942005,1.5262,1.5829,1.5933,1.6024,2.0376,2.1264,2.0912,1.5595,1.6779,1.4438,1.4658
YTA12,12.73299299,12.43877596,12.51833103,12.44268472,2.0983,2.1679,2.1478,2.0511,2.9049,2.8051,2.5418,2.0881,1.9067,1.5019,1.934
ZDS1,10.74192559,10.69261327,10.48235306,11.53821249,1.1747,1.3669,1.1313,1.3494,1.9114,1.3592,1.261,1.1434,1.1271,0.9133,1.3094
ZIP1,9.80419991,9.602609297,9.374486614,9.832351905,5.7474,3.8866,5.9074,5.4118,7.932,8.1748,7.3273,5.5207,7.2894,7.8777,6.4221
ZPR1,14.79529975,14.76695275,14.5885429,14.88424542,6.6909,6.3453,6.5648,6.3592,3.4458,1.2937,1.8986,4.6678,5.3398,7.12,7.3311
ZRG17,11.33245209,11.33512505,11.13745807,11.23035464,1.9426,1.7894,1.4509,1.796,1.4436,1.4586,1.48,2.5864,2.1774,2.3657,2.7718
ZTA1,14.14319567,14.06847553,14.24871053,14.18332705,7.7245,10.0428,10.1682,11.7018,10.1503,11.3152,12.2095,17.1093,16.4017,13.4978,11.7203
ZUO1,14.05889552,14.36043933,13.98840566,14.14033824,14.5241,15.5406,13.5931,13.6434,13.4298,9.3438,8.065,10.9386,11.2337,15.101,16.9961
ZWF1,14.79568903,14.71141698,14.58216893,15.00850135,6.956,10.891,11.8415,14.0148,19.0659,23.0196,21.8715,13.9706,12.2878,5.4317,5.6304
