,GSM1519986,GSM1519987,GSM1519988,GSM1519989,GSM1519990,GSM1519991,GSM1519992,GSM1519993,GSM1519994,GSM1519995,GSM1519996
mrp21,3.959,3.4393,3.9115,3.5885,2.8116,3.171,4.1201,3.6273,3.0365,3.3097,3.4776
mrp4,4.2205,4.8695,4.2546,5.7785,4.3342,3.8331,4.1415,4.1893,3.3348,3.6677,4.1912
mrp51,0.8705,0.5618,0.8671,0.6333,1.1584,1.2979,1.1146,0.6733,0.7519,0.8827,0.9416
mrp7,4.0359,3.5554,3.86,3.6789,3.1413,4.1771,5.2145,4.3891,4.7013,4.151,3.8771
mrpl10,1.8415,1.9171,1.7178,1.8893,1.9716,1.652,1.9751,1.7564,1.3275,1.1706,1.8913
mrpl11,9.8104,7.318,9.2664,7.55,6.7157,9.0603,10.6447,8.8097,10.7652,10.1285,9.0681
mrpl16,2.4271,2.1492,2.3893,2.5321,2.243,1.7307,1.9708,2.1983,1.7827,1.9306,2.3652
mrpl17,2.3888,1.8222,1.8408,1.8498,1.8851,1.5723,1.8474,2.0379,1.7649,2.0753,2.8094
mrpl19,4.4019,4.2264,4.0956,4.456,3.774,2.904,2.9697,3.0887,3.3576,3.948,4.8742
mrpl22,5.2594,5.0537,4.3631,4.8838,4.2942,3.6403,4.0737,4.5438,4.6379,5.3055,5.5861
mrpl23,5.2589,4.3258,4.25,3.9757,2.7129,3.0676,3.7867,3.5712,4.0602,4.7312,4.2257
mrpl24,1.2162,1.131,1.0413,1.2124,1.2658,1.5129,1.7326,1.6202,1.5863,1.4673,1.4204
mrpl25,3.205,2.9029,2.9303,2.7878,2.3965,2.8614,3.224,2.2782,2.2096,2.6511,2.6717
mrpl28,1.6219,1.8584,1.611,1.527,1.0792,1.1478,1.3793,1.3377,1.4952,1.824,1.6926
mrpl3,1.3373,1.3368,1.0304,1.2022,0.9913,0.7736,0.7548,1.1133,1.067,1.0661,1.6342
mrpl31,5.4186,4.5939,5.1816,4.3889,3.9733,4.0477,4.3461,4.6428,5.5582,5.2383,4.7074
mrpl32,6.9829,7.7884,6.3989,6.9322,6.6479,5.2498,5.6495,6.6678,6.6871,7.1901,7.5411
mrpl33,2.3817,2.1165,1.7041,1.746,1.6457,1.7543,2.3147,2.3071,2.8755,3.0166,2.4477
mrpl37,3.2204,3.161,2.6933,2.7708,2.5633,2.2116,2.4348,2.959,2.8054,3.1919,3.4193
mrpl38,9.0715,7.9987,9.264,7.5815,6.5559,6.8198,7.4558,7.6754,8.7247,8.4536,8.2269
mrpl39,7.9252,7.8814,6.9965,6.7893,6.3746,6.8272,7.5147,5.6258,6.3101,6.8358,6.0358
mrpl4,3.5913,3.1239,3.1709,3.004,2.2247,2.3488,3.2116,3.0184,3.2622,3.0789,3.2553
mrpl40,2.7125,3.4477,2.2563,3.0731,2.3147,2.1355,2.1525,2.638,2.1609,2.8595,3.2138
mrpl44,1.3818,1.7819,1.5227,1.5281,1.2314,1.5371,1.5291,1.2248,1.5766,1.5758,1.3503
mrpl51,3.2176,3.7479,3.7845,4.1247,3.6581,3.2926,3.0884,3.0363,2.8618,3.5317,3.5483
mrpl6,2.1212,1.6824,1.9506,1.8741,1.8924,1.7193,1.6945,1.9558,1.9706,1.8806,2.3082
mrpl7,2.8283,2.1176,2.5636,2.2857,2.2575,3.2317,3.0551,2.4727,2.5962,3.3524,2.9583
mrpl8,3.3523,2.8921,3.4999,3.3597,2.3181,2.196,2.9434,2.9516,3.3334,3.0308,3.2273
mrpl9,4.9944,4.4078,4.718,4.6864,3.3608,4.1345,4.8434,4.771,5.2742,4.8564,4.3283
mrps16,2.9346,3.4159,2.7122,3.5446,3.2117,2.9797,3.312,3.3366,2.8997,3.0948,3.2111
mrps17,3.1591,2.7404,2.6495,2.6573,1.4778,1.6253,2.002,2.0954,2.252,2.4838,2.526
mrps18,3.647,2.9081,3.4777,2.9844,2.1388,2.8376,3.4644,3.3031,3.6647,3.3171,3.4527
mrps28,3.1252,2.868,2.8472,3.0156,2.173,2.3841,2.7241,2.4894,2.9137,3.1515,3.0212
mrps5,2.864,2.0486,2.4355,1.7606,1.7164,1.5032,1.7211,1.9378,2.3382,2.8935,2.7542
mrps8,5.0366,4.9863,4.646,4.2659,2.9403,2.8323,3.483,3.7736,3.5612,4.3374,4.5387
mrs1,9.5403,9.0581,8.9383,7.6561,7.2731,5.0241,4.1004,6.2009,8.8508,8.8915,10.2878
mrs2,0.7693,0.5568,0.4268,0.3869,0.4257,0.4165,0.4571,0.6207,0.7367,0.7819,0.7398
mrt4,11.6416,12.8159,8.0175,6.487,4.8488,4.054,4.4238,8.627,7.3882,12.3848,14.858
msa1,0.6841,1.1618,0.3131,0.7726,0.7006,0.2799,0.4056,1.5306,0.7258,0.737,1.6666
msc1,1.0944,1.1008,1.2411,1.2167,1.5258,0.8794,0.7667,0.8897,0.8167,0.7775,1.1766
msd1,0.7398,0.9294,0.5565,0.6636,0.5374,0.6001,0.7434,0.7217,0.667,0.7675,0.7527
mse1,1.0458,1.0802,1.104,0.9642,0.8346,0.5279,0.5955,0.6565,0.9009,1.0772,0.8592
msh1,1.2207,1.597,1.1932,1.2399,1.7333,1.52,1.4986,0.9497,1.6179,1.4595,1.3823
msh2,0.5438,0.5493,0.4851,0.5293,0.5734,0.4679,0.4565,0.4704,0.4872,0.4762,0.5864
msh3,0.5112,0.8218,0.4782,0.7866,0.7299,0.3874,0.4133,0.631,0.6129,0.619,0.6537
msh6,1.709,1.47,1.2755,1.2817,1.4789,0.9208,1.0277,1.4012,1.5024,1.3714,1.7746
msl1,0.0389,0.0785,0.041,0.0626,0.0554,0.0318,0.0548,0.0616,0.0633,0.0537,0.04
msp1,3.9681,3.7405,3.7165,3.7054,4.67,4.7508,5.3443,4.791,4.692,3.6394,3.7374
mss1,1.0409,0.9607,0.8537,0.8054,0.9654,1.0046,1.1953,0.9855,1.0792,1.0054,0.9098
mss51,1.1382,1.0713,1.2531,1.07,1.2532,1.2634,1.1614,1.1004,1.0366,1.103,1.1102
mst1,2.4677,2.7553,1.9459,2.4009,1.5585,1.4107,1.3237,2.018,1.8764,2.3935,2.5863
mst2,1.172,1.0051,1.0355,0.8734,0.8721,1.0407,1.3683,1.1865,1.1328,1.1068,1.2176
msw1,2.1168,2.1893,1.8161,1.5392,1.5848,1.1757,1.3412,1.6621,2.3967,2.4414,2.0882
mtf1,0.9728,0.5452,0.6713,0.4888,0.8015,0.6332,0.6305,0.4454,0.8828,0.7869,0.5246
mtg1,2.4548,2.6489,2.0694,2.3268,2.1539,1.716,1.8966,2.3586,2.4128,2.8369,2.8715
mto1,0.8406,0.7346,0.8026,0.7745,0.7585,0.6555,0.8543,0.7008,0.7962,0.6753,0.8587
mto2,1.2398,1.1099,0.9451,0.9895,0.9667,0.8104,0.8805,1.1227,1.0188,1.1904,1.4706
mtr10,1.7562,1.7463,1.3217,1.3109,1.5767,1.0007,1.0434,1.4826,1.3239,1.3469,1.8949
mtr4,4.1777,4.0758,3.6609,3.098,2.7766,1.9092,1.9641,2.5029,2.7356,2.8673,4.1155
mts4,8.1328,8.6821,7.2904,8.9896,10.976,8.3225,7.9138,8.26,8.5745,6.3166,7.6244
mud1,3.2353,3.6679,3.3105,3.8273,4.6817,4.4647,4.4812,4.6775,3.8571,3.4424,3.7359
mug1,0.1558,0.1244,0.1369,0.1694,0.1348,0.1056,0.1516,0.2326,0.2115,0.2308,0.2116
mug10,0.3619,0.4278,0.3236,0.4342,0.3062,0.3476,0.4552,0.4264,0.3029,0.3909,0.2661
mug100,0.45,0.3093,0.3783,0.2572,0.3754,0.4164,0.3881,0.2208,0.4132,0.4462,0.3185
mug103,0.0811,0.1069,0.0693,0.1091,0.0849,0.0331,0.0618,0.0885,0.1058,0.1318,0.124
mug105,2.9141,3.3151,2.7511,3.3313,3.0332,2.9561,2.955,2.53,2.6753,3.1706,2.9264
mug106,0.1077,0.0924,0.0806,0.1232,0.0863,0.0313,0.0464,0.0458,0.0817,0.0784,0.088
mug108,0.0767,0.1156,0.089,0.1442,0.2162,0.3982,0.5979,0.5908,0.1973,0.1141,0.0672
mug109,1.4959,1.2261,1.4423,1.2082,0.9422,0.7128,0.7869,0.9621,1.0646,1.6535,1.7913
mug110,1.0893,0.8367,0.9467,0.7468,0.6732,0.8822,1.0413,1.1983,1.0928,1.3991,1.3243
mug111,0.3754,0.3369,0.3569,0.3122,0.3873,0.2645,0.2914,0.346,0.4174,0.4346,0.3911
mug112,0.0574,0.0558,0.0467,0.0483,0.0449,0.0426,0.0577,0.0487,0.0566,0.063,0.0494
mug113,1.8733,1.1861,1.1474,1.0369,1.4271,1.0487,1.0208,1.5662,1.4978,1.8089,2.6019
mug114,0.0221,0.0242,0.0268,0.0257,0.0297,0.0171,0.0215,0.0234,0.0228,0.0207,0.0214
mug115,0.1196,0.1185,0.0654,0.0553,0.0533,0.0388,0.0705,0.12,0.1005,0.0792,0.0699
mug116,0.0725,0.1129,0.071,0.1127,0.1529,0.0657,0.079,0.0683,0.0661,0.0782,0.0654
mug117,1.2437,0.7494,1.0468,0.6225,0.7665,0.7823,0.8889,0.5568,1.0204,1.1045,0.7448
mug121,1.7513,1.3132,2.4943,1.4968,2.4335,3.4642,3.5126,1.8347,2.0844,1.819,1.3003
mug122,0.745,0.6415,0.7388,0.7906,1.0493,0.8773,0.7647,0.6577,0.7614,0.7438,0.8481
mug123,0.5958,0.5371,0.4274,0.5445,0.5267,0.3978,0.5286,0.7725,0.6437,0.5343,0.8671
mug124,0.4732,0.4539,0.5765,0.598,0.4268,0.1721,0.1662,0.3629,0.3589,0.3685,0.7602
mug125,0.1762,0.3212,0.155,0.3166,0.2063,0.0649,0.1065,0.1493,0.1826,0.3472,0.4064
mug126,0.0882,0.0903,0.0853,0.0807,0.1068,0.0863,0.1185,0.0682,0.0813,0.0895,0.061
mug128,0.1978,0.2655,0.1563,0.2296,0.1753,0.1294,0.14,0.1419,0.2715,0.2271,0.1823
mug129,1.6701,1.1813,1.5706,1.5903,1.6353,2.3034,2.0601,1.8994,1.9007,2.011,1.8677
mug130,0.1373,0.1682,0.1198,0.1541,0.0852,0.094,0.1574,0.1614,0.1728,0.2211,0.1587
mug131,0.0374,0.0635,0.0455,0.086,0.0781,0.0381,0.0416,0.036,0.0504,0.0449,0.0305
mug132,0.1731,0.1812,0.148,0.1842,0.2531,0.1187,0.1558,0.1962,0.1967,0.2227,0.2342
mug133,0.0946,0.1049,0.0914,0.1078,0.0583,0.0495,0.1088,0.1588,0.1355,0.1561,0.1234
mug134,8.2848,6.7555,9.0381,8.6883,7.9122,9.8441,11.6088,10.237,8.454,7.4159,7.159
mug135,0.4431,0.3965,0.3981,0.3916,0.3911,0.3156,0.3996,0.8137,0.6879,0.9448,0.927
mug136,0.1895,0.208,0.1687,0.1583,0.1613,0.1031,0.1658,0.2131,0.2017,0.2562,0.2424
mug137,0.042,0.0559,0.0457,0.0519,0.0526,0.044,0.0522,0.0403,0.0524,0.081,0.0521
mug138,1.9823,2.1537,2.171,2.0911,2.6036,3.4132,3.0578,2.0355,2.1446,1.7675,1.7347
mug14,0.5524,0.4708,0.8962,0.4019,0.2186,0.2256,0.3949,0.243,0.2573,0.3586,0.4073
mug143,1.0492,2.0527,5.6358,4.1057,3.8437,10.7001,12.2368,2.7756,2.0718,1.0149,0.7233
mug146,0.2455,0.2405,0.1938,0.2285,0.0613,0.0715,0.1422,0.2176,0.2338,0.3183,0.4389
mug147,0.1399,0.3286,0.4685,0.5529,1.8268,2.0066,1.5717,1.0339,0.5905,0.2543,0.1606
mug15,0.1729,0.2997,0.1791,0.2526,0.1944,0.1182,0.1686,0.2569,0.3027,0.6336,0.614
mug150,0.3025,0.3894,0.6623,0.7502,0.6272,0.5377,0.4847,0.2825,0.1895,0.3034,0.3508
mug151,2.5826,2.6637,2.7054,2.5122,1.6176,1.8268,1.8469,1.7378,1.9344,2.7123,2.3649
mug152,0.4419,0.5354,0.3163,0.4629,0.5416,0.3812,0.3573,0.5958,0.485,0.4271,0.5253
mug153,0.2611,0.3411,0.456,0.6378,0.5951,0.6619,0.6459,0.2927,0.2222,0.1606,0.1212
mug154,1.0905,0.9179,0.8848,1.0289,0.8987,0.8229,0.8387,1.0308,1.1598,1.412,1.2647
mug155,0.2629,0.4286,0.3328,0.3772,0.1715,0.0814,0.1215,0.1689,0.174,0.2514,0.3249
mug157,2.7757,1.708,2.9369,2.1761,3.1746,4.8185,4.2778,2.1852,3.1605,2.5326,1.9044
mug158,0.4172,0.7192,0.6707,0.8417,2.7978,4.9299,4.675,3.0937,1.5784,0.6387,0.6221
mug16,0.4854,0.3994,0.4196,0.4703,0.4768,0.4748,0.5949,0.5403,0.5492,0.412,0.3664
mug160,1.8033,1.3312,1.5477,1.0441,1.109,0.9567,0.9913,0.9752,1.5407,1.7695,1.5517
mug161,2.8284,3.3113,5.145,4.7259,7.588,6.9756,5.315,2.434,2.6527,1.711,2.14
mug162,2.9906,2.2318,2.4608,1.6597,1.4736,1.8744,2.2433,1.7675,2.3347,2.3252,2.3697
mug163,0.0535,0.0855,0.0431,0.057,0.1058,0.0892,0.0899,0.0648,0.0563,0.05,0.0516
mug164,1.2565,1.2607,0.8275,1.0004,1.1106,0.7863,0.7844,1.1864,1.1388,0.9249,1.4302
mug165,0.5096,0.485,0.4988,0.3875,0.3966,0.2489,0.2814,0.3269,0.3852,0.4171,0.6075
mug166,0.0877,0.1534,0.0747,0.1105,0.1512,0.0778,0.1001,0.2115,0.1523,0.132,0.1155
mug168,1.3917,1.1235,1.3447,1.0722,1.5408,2.8115,3.086,3.0573,2.6809,1.5963,1.3381
mug170,0.9288,1.1206,0.8163,1.0204,1.4041,1.2449,1.248,0.7259,0.9078,0.8046,0.6944
mug174,0.3285,0.3262,0.2423,0.3526,0.3959,0.2471,0.256,0.2623,0.3457,0.325,0.3991
mug176,1.8525,0.9897,1.5865,0.9451,1.6196,1.7906,1.5116,0.7374,1.6792,1.8445,1.134
mug177,0.1527,0.1583,0.1186,0.1014,0.1062,0.0582,0.1126,0.0998,0.1305,0.158,0.1195
mug178,1.4232,0.9686,1.1648,1.0603,1.3979,1.4385,1.3629,1.0193,1.1733,1.5338,1.4687
mug179,0.9042,0.7451,0.9226,0.9387,0.9278,1.2965,1.3383,1.233,1.0666,1.1406,1.1394
mug180,0.1884,0.2628,0.5542,0.4389,0.8378,0.8133,0.7176,0.261,0.225,0.2384,0.2506
mug182,0.5645,0.5945,0.8687,0.9965,1.6191,3.2209,3.9658,2.0179,1.4214,0.5881,0.715
mug183,0.9632,1.0191,0.862,0.9912,0.7441,0.7436,0.8364,1.1409,0.9262,1.1386,1.1831
mug184,0.0895,0.1019,0.0908,0.0945,0.0999,0.0875,0.141,0.1133,0.1809,0.0987,0.0561
mug185,0.4083,0.4548,0.4123,0.4138,0.4436,0.7373,0.9999,0.7203,0.7554,0.5476,0.4274
mug186,1.2015,1.3437,1.4212,1.5593,2.0475,1.963,1.6794,1.2715,1.2025,0.8918,1.1313
mug190,0.3247,0.5941,1.2254,1.6474,2.8354,4.3207,3.7186,1.2109,0.6467,0.2245,0.2252
mug191,1.1907,1.3107,2.8413,2.6137,3.9464,6.7951,6.3735,2.7384,2.2355,1.2104,0.8267
mug2,0.496,0.4184,0.336,0.4691,0.389,0.6746,0.9913,0.5665,0.5298,0.5735,0.5927
mug20,0.154,0.1467,0.1281,0.1618,0.1342,0.111,0.1522,0.1874,0.2051,0.2515,0.1307
mug24,0.1442,0.1894,0.1703,0.2459,0.3705,0.1606,0.1559,0.095,0.0881,0.1187,0.1478
mug27,0.0439,0.0737,0.0673,0.0731,0.0638,0.0508,0.038,0.0452,0.0621,0.0705,0.0422
mug28,0.0498,0.0671,0.0464,0.0772,0.06,0.039,0.0477,0.0567,0.0601,0.0657,0.0527
mug30,0.2947,0.3065,0.2398,0.2392,0.3953,0.3044,0.3792,0.3331,0.4082,0.3693,0.2269
mug33,2.5136,2.2834,2.5057,2.3221,3.3952,2.9428,2.9698,1.8286,2.2264,2.1683,1.9066
mug35,1.9265,2.5327,4.7708,4.5294,3.4843,6.1629,7.1558,4.5751,4.9303,3.1466,1.7281
mug37,0.1547,0.1853,0.144,0.1793,0.232,0.1128,0.142,0.131,0.184,0.2254,0.1581
mug4,0.1418,0.174,0.0926,0.133,0.0878,0.0527,0.1036,0.1729,0.1509,0.1461,0.1787
mug42,0.127,0.0985,0.0782,0.0833,0.0771,0.0672,0.1161,0.1061,0.1299,0.1187,0.1226
mug45,0.1674,0.296,0.2333,0.3326,0.3694,0.1469,0.1635,0.1822,0.1374,0.1806,0.1743
mug5,0.1605,0.2122,0.1955,0.2172,0.1973,0.072,0.1076,0.0806,0.0945,0.192,0.0915
mug51,0.5752,0.7093,0.6655,1.1104,0.8291,1.0907,1.2743,1.1749,0.8337,0.8465,0.7965
mug55,0.0299,0.0413,0.0233,0.0567,0.0528,0.0291,0.0265,0.0368,0.032,0.0307,0.0374
mug56,1.6804,1.8295,1.7994,1.7992,2.3573,1.7599,1.6369,1.7556,1.5293,1.3407,2.1271
mug57,0.3817,0.412,0.3827,0.3669,0.5224,0.4755,0.4249,0.2898,0.4371,0.3501,0.2978
mug58,1.9125,1.2892,2.1901,1.9686,2.1207,2.2149,2.1281,1.8806,1.7949,1.9092,2.4233
mug62,0.0369,0.0477,0.0249,0.0673,0.0562,0.0645,0.0879,0.1199,0.0606,0.0573,0.0544
mug63,0.7473,0.6619,1.8848,1.3109,1.6685,2.381,2.7136,1.5315,1.1509,0.9625,0.7393
mug64,15.5611,16.9749,14.1477,16.7572,14.0404,11.8974,11.4932,10.6163,11.7912,14.6475,16.124
mug65,1.3072,1.4216,1.8646,1.8633,1.4199,1.4238,1.6426,1.2695,0.9097,1.0031,1.1905
mug66,0.2458,0.1738,0.3362,0.2295,0.3166,0.3568,0.341,0.1566,0.1835,0.1422,0.1024
mug67,0.2185,0.2979,0.1786,0.2589,0.3026,0.2104,0.3179,0.4464,0.3938,0.3029,0.306
mug68,0.0774,0.0625,0.0592,0.063,0.1068,0.0644,0.0493,0.0449,0.0586,0.0814,0.085
mug69,7.346,7.8048,6.4955,6.4736,5.2234,5.307,5.5055,6.0914,6.4325,7.2256,7.3797
mug70,1.3254,1.1182,1.0951,0.9699,1.1581,0.8957,0.9324,1.0384,1.0845,0.8826,1.3373
mug71,3.1859,2.5289,2.6766,2.2068,2.9648,2.0094,2.0144,2.376,2.8678,2.3829,3.1366
mug72,0.0753,0.0935,0.0748,0.1046,0.1054,0.069,0.0724,0.0949,0.0701,0.0655,0.0573
mug73,0.1303,0.1155,0.1804,0.2741,0.3916,0.1652,0.1393,0.106,0.1246,0.1742,0.1375
mug74,0.4265,0.3926,0.4073,0.4122,0.5227,0.5496,0.5281,0.4044,0.3822,0.3611,0.3798
mug8,0.1481,0.1795,0.1992,0.2586,0.2679,0.1971,0.2454,0.2468,0.1693,0.1462,0.1642
mug80,1.6057,0.651,1.2686,0.6062,1.8242,1.4863,0.8845,0.4685,1.7182,1.132,0.6704
mug81,1.3361,1.3776,1.3737,1.335,1.5155,1.3331,1.3434,1.1557,1.2341,1.1245,1.4857
mug82,0.4909,0.4879,0.3467,0.2708,0.1835,0.1897,0.3071,0.3023,0.3832,0.3883,0.3545
mug84,2.006,2.0679,2.0463,2.2318,2.4484,2.5836,2.6875,2.6473,1.7899,1.8857,2.5626
mug86,0.6869,0.6318,0.8407,0.6543,0.5795,0.5864,0.5014,0.448,0.5142,0.797,0.6972
mug89,1.6278,0.9776,1.4745,0.8776,1.3956,1.4298,1.0384,0.7132,1.9704,1.3794,0.963
mug9,0.1804,0.2091,0.2557,0.2515,0.2702,0.1848,0.2741,0.3285,0.1971,0.2364,0.2521
mug93,0.0967,0.1032,0.0941,0.1231,0.1274,0.0856,0.1143,0.0832,0.086,0.0845,0.0636
mug94,1.918,1.2694,1.8575,1.3059,1.3915,1.5837,1.6171,0.9305,1.3601,1.4951,1.1658
mug95,0.0936,0.2012,0.0814,0.1241,0.0819,0.0508,0.0752,0.0832,0.0911,0.1202,0.1151
mug96,0.0537,0.057,0.0664,0.0576,0.0599,0.0467,0.1094,0.0505,0.0534,0.0509,0.027
mug97,0.1034,0.1412,0.0917,0.1495,0.1472,0.0893,0.0788,0.1255,0.1156,0.1696,0.156
mug98,0.3701,0.343,0.5812,0.455,0.4869,0.716,0.724,0.2619,0.285,0.338,0.2553
mug99,1.3019,0.8126,1.4758,0.9121,1.2624,1.4035,1.5323,0.9229,1.1206,0.797,0.8138
mus7,0.5629,0.4992,0.5406,0.523,0.7807,0.6608,0.6804,0.4548,0.4826,0.4626,0.448
mus81,0.7033,0.603,0.7063,0.8179,0.9217,0.7221,0.6737,0.6615,0.7437,0.6356,0.8111
mvd1,4.6072,4.8345,3.8535,4.5179,4.8421,2.8722,2.857,4.2149,3.3797,3.6155,5.9036
mvp1,0.6488,0.9172,1.586,1.437,1.6464,1.8731,1.7648,0.7475,0.7011,0.4724,0.4947
myh1,0.402,0.325,0.2826,0.2698,0.3098,0.2892,0.2839,0.2346,0.4169,0.335,0.3436
myo1,2.4832,2.9781,2.7182,3.2412,4.0912,3.1006,3.1582,2.7218,1.9626,1.3831,2.5171
myo2,1.154,1.2572,1.2399,1.3865,1.8383,1.6676,1.6506,1.1654,1.2209,1.0907,1.1121
myo51,1.7416,1.2265,1.5414,1.3544,1.7855,1.8098,1.7751,1.7196,1.9081,1.6298,1.8573
myo52,1.1036,0.8633,1.0493,1.0768,1.3964,1.4395,1.4996,1.1197,1.0968,0.9117,1.0807
myp2,2.1416,1.6418,1.8115,1.4412,0.995,0.7944,0.8378,0.8177,1.4704,1.3388,1.7162
naa10,12.5516,10.5657,11.35,10.3359,9.0289,8.5646,8.6118,8.5577,10.1694,11.5988,11.5004
naa15,2.9988,2.6876,3.0146,2.7507,3.1609,2.3562,2.2175,2.1014,3.0116,2.1796,2.5423
naa20,4.9817,4.3333,5.3099,4.4361,3.3754,2.6708,3.1288,3.6773,4.391,4.3183,4.4608
naa25,3.4703,5.0054,2.8379,4.0703,4.2019,2.6349,2.6478,2.6648,3.1148,3.0212,3.4124
naa30,2.0489,1.6426,1.6783,1.4605,1.1913,1.3731,1.6618,1.5691,1.747,1.7552,1.6384
naa38,0.8878,1.356,0.871,1.1841,0.6204,0.9108,0.9602,0.6629,0.6976,0.8621,0.7364
naa40,0.2813,0.3011,0.2099,0.2428,0.1794,0.1228,0.189,0.2478,0.2584,0.2568,0.3287
naa50,6.4534,5.444,5.9872,4.8019,3.8582,3.8048,4.1362,3.6804,4.668,5.6343,4.8505
nab3,0.7496,0.8088,0.7477,0.8137,1.1464,1.1084,1.052,1.2429,0.8864,0.8217,1.0125
nak1,0.6705,0.5366,0.6816,0.6643,0.981,0.7419,0.7066,0.661,0.7047,0.5463,0.7243
nam9,6.3254,6.1117,5.9757,6.0571,5.4084,4.5781,4.5734,5.1596,5.3214,5.9497,6.2812
nap1,4.0317,2.6912,3.6621,2.5391,2.9747,2.297,2.1348,2.9217,5.1306,3.0058,3.3927
nap2,4.2521,4.4564,4.1855,5.5966,5.0875,5.4809,4.8907,5.445,5.3872,5.2681,4.9004
nbl1,0.0642,0.0446,0.0379,0.0338,0.0364,0.0299,0.0509,0.0466,0.0648,0.0447,0.0355
nbs1,0.7452,0.6667,0.7946,0.6232,0.8719,0.9433,1.0991,0.4944,0.7306,0.5192,0.4266
nca2,0.8271,0.9075,1.0567,1.2003,1.9781,1.7567,1.3303,0.9594,1.0211,0.7181,0.7973
ncs1,4.7968,5.0475,4.3473,4.8613,4.3417,4.4703,4.5932,5.937,5.2079,5.9878,5.2283
nda2,6.9186,4.9982,6.1567,4.9948,6.1058,4.1651,3.5716,3.6241,7.0042,6.997,7.352
nda3,12.6833,10.2425,11.3548,8.7624,9.521,8.9613,8.5762,9.8625,12.5907,13.7099,16.301
ndc80,1.3588,1.1796,1.1907,1.1417,1.1919,1.3434,1.3338,1.0498,1.3082,1.2216,1.1965
ndk1,8.1587,8.7552,8.3095,9.0022,9.4157,11.0559,12.7913,11.4779,10.6219,9.5903,9.1134
ned1,0.4482,0.4918,0.6059,0.6707,1.0659,1.1152,0.8784,0.5562,0.6855,0.3426,0.4428
ned8,2.8735,2.5087,2.6621,2.251,2.0504,2.4747,2.6598,2.1632,2.2051,2.8505,2.5309
nem1,0.719,0.6773,1.2451,0.9072,1.4304,1.496,1.3353,0.8146,1.0061,0.6087,0.5072
nep1,2.336,2.7587,3.6967,3.9025,5.4736,4.1499,3.9085,2.3124,2.7922,1.7993,2.1404
nep2,0.2188,0.2843,0.3271,0.2077,0.3525,0.2761,0.2073,0.191,0.1965,0.1937,0.1985
nfs1,7.2734,5.4675,6.9334,5.1088,6.9403,7.2612,7.1325,4.9941,7.5206,7.1745,6.8122
ngg1,2.0848,2.3418,1.8312,2.1478,1.7459,1.5674,1.3771,1.2143,1.3633,1.8913,1.6173
nhm1,2.9163,2.9742,2.8756,3.0794,3.016,2.5515,2.5339,3.3171,2.857,3.4511,3.4902
nhp2,16.7023,17.2389,14.8804,14.8993,8.9698,7.7519,10.1577,13.0395,13.5597,15.8224,15.7353
nhp6,4.5019,6.6704,6.1604,7.8782,6.5499,10.3799,9.4704,6.541,4.6955,4.1137,3.4568
nht1,0.4211,0.2494,0.2753,0.2766,0.3485,0.379,0.3478,0.2292,0.428,0.3717,0.2438
nic1,0.0871,0.1997,0.0999,0.1669,0.3118,0.2863,0.2392,0.2253,0.2766,0.1782,0.0915
nif1,0.9638,0.915,0.8048,1.1205,0.9847,0.4248,0.496,0.7447,0.752,0.8202,1.1067
nmd3,4.4884,3.4698,2.6792,2.1986,1.8287,1.6159,1.9157,2.8459,3.6004,5.0013,5.7916
nmt1,0.071,0.0786,0.0631,0.0907,0.0514,0.0388,0.0735,0.0909,0.0838,0.0773,0.0751
nnf1,0.7096,0.4615,0.3817,0.4679,0.3561,0.2278,0.2987,0.3652,0.587,0.6155,0.4861
nnt1,3.2904,2.9977,2.779,2.1717,1.9433,1.1015,1.4388,2.007,2.1664,2.875,3.1429
noc3,2.1361,2.8828,1.8438,2.1133,2.4045,1.2701,1.2277,1.7866,2.0316,2.2852,2.2831
nog1,4.2348,4.4187,2.2589,1.9454,1.8154,1.3051,1.4791,3.1631,3.1355,4.0983,5.4658
nop10,15.717,16.2129,13.4518,14.3772,11.507,7.9001,8.0552,9.516,12.0924,14.3408,14.8256
nop12,4.2348,5.0386,2.5905,2.4533,1.6755,1.1974,1.5477,2.9945,3.3312,4.5109,4.239
nop14,2.4509,2.1291,1.6276,1.4066,0.9898,0.6422,0.927,1.8647,1.9614,2.3109,3.339
nop16,3.6153,4.5944,2.0962,2.1698,1.265,1.4065,2.0804,2.834,2.8902,4.4082,4.2752
nop52,7.1632,8.6796,3.5372,3.4703,1.9903,1.7181,2.6999,5.2789,4.7619,7.2237,7.3647
nop9,3.4771,3.9583,3.0611,2.4855,1.9154,1.3188,1.4077,2.3373,2.7051,3.673,3.8028
not1,2.6211,2.313,2.0198,2.0226,2.4074,1.8024,1.5427,2.0831,2.0767,1.7912,2.9622
not2,2.8868,2.7029,2.6621,2.5096,2.2867,1.5553,1.7716,3.1054,2.4891,2.8495,4.038
not3,1.487,1.7508,1.6097,1.8475,2.3006,1.3297,1.1796,1.4547,1.5064,1.2232,1.5126
npl4,1.2224,1.2051,1.4936,1.3117,2.3233,2.5834,2.0759,1.1582,1.4433,0.8245,0.8482
npp106,1.7652,1.7117,1.4874,1.6834,2.4357,2.0458,1.9668,1.9856,2.0682,1.5821,2.0616
npr2,1.863,1.236,2.0113,1.239,1.6424,1.8976,1.9832,1.0523,1.6993,1.7846,1.4661
