,GSM12087,GSM12094,GSM12183,GSM12184,GSM12185,GSM12186,GSM12187,GSM12188,GSM12189,GSM12190
MAPK8IP1,7.4555853,7.4555853,7.1168475,8.4037,7.74516075,8.25317645,7.5852369,8.42205385,7.26995725,7.41699745
MAPK8IP2,6.4854884,6.4854884,7.1213765,5.9383307,6.3345623,7.1470056,7.9420033,6.1682515,8.129614,5.340747
MAPK8IP3,3.0905893,3.0905893,3.5806158,4.0768504,4.2451615,4.15245,4.6036906,3.6720533,3.672103,3.1191423
MAPK9,4.7928765,4.7928765,4.09782575,5.21015185,4.2907835,4.2137023,3.7372583,4.30560865,3.4339056,3.23629855
MAPKAP1,3.4942832,3.4942832,3.6150362,4.4857683,4.7069125,4.568058,4.453427,3.129278,3.188841,3.7196186
MAPKAPK2,6.269129625,6.269129625,7.358695075,5.860057125,6.6774192,5.91674225,5.780316475,5.1649244075,6.72832595,5.778395625
MAPKAPK3,2.8927002,2.8927002,3.21980666666667,3.49525626666667,2.79938553333333,3.30248046666667,3.5269478,2.43916371666667,2.33047206666667,2.14508864333333
MAPKAPK5,1.1556728,1.1556728,1.1567029,0.98576856,0.75944704,0.6215971,1.0492091,1.3868822,1.383691,1.2613184
MAPKBP1,2.264732,2.264732,2.8288043,3.064516,2.651613,3.1388385,2.9947274,4.229088,4.0849786,2.7855442
MAPRE1,4.1301675,4.1301675,4.395833,5.019924,6.249769,4.239565,4.010545,4.2965784,3.021459,3.0492454
MAPRE2,0.31838173,0.31838173,0.09601449,0.0910816,0.04884793,0.09437387,0.15465729,0.3659696,0.4274678,0.06830818
MAPRE3,4.9674582,4.9674582,5.052536,4.991461,5.0857143,6.0235934,5.7267137,4.6673007,5.0755363,3.570294
MAPT,1.16147764,1.16147764,0.986775314,1.144971514,1.100829508,1.071687908,0.923374311,1.0648289552,1.00583687,1.035742656
MARCH2,1.2005278,1.2005278,1.2608695,1.3671727,1.4248848,1.3974591,1.0606326,1.7671103,1.3613734,1.0325655
MARCH3,0.11257696,0.11257696,0.20018116,0.114800766,0.05437788,0.22867516,0.088752195,0.25190115,0.37424892,0.061953932
MARCH6,0.8548813,0.8548813,0.6240942,1.0740038,1.2912443,1.0362977,0.9692443,0.83365023,1.4454935,1.1501192
MARCH7,2.7854004,2.7854004,3.3586955,3.5464895,3.8009217,3.435572,3.1695957,3.6768062,2.6540773,2.7704525
MARCKS,2.675462,2.675462,3.133152,2.451613,1.8976958,1.5626135,2.092267,1.809886,1.5476395,1.386815
MARCKSL1,70.389626,70.389626,67.321556,73.32922,80.34562,62.878407,74.16257,71.5865,70.14249,64.673546
MARCO,0.17414248,0.17414248,0.16213767,0.18880455,0.14101383,0.24591653,0.27855888,0.60836506,0.3141631,0.2915012
MARK2,0.58795078,0.58795078,0.37001809,0.095825433,0.219815675,0.226406543,0.425307555,0.45199625,0.25193134,0.539316905
MARK3,1.6508355,1.6508355,1.8586955,1.6641366,1.9373271,1.7268603,2.0123022,3.026616,1.7785407,2.228753
MARS,12.031663,12.031663,12.775362,11.015181,9.53272,8.64882,5.1467485,4.5855517,4.790558,4.579031
MAS1,0.07299913,0.07299913,0.38043478,0.06641366,0.033179723,0.049909256,0.21265379,0.31558937,0.07553648,0.5266084
MASP1,0.36499563,0.36499563,0.25452897,0.2703985,0.13640553,0.26860255,0.70738137,0.08935361,0.26008582,0.13185067
MASP2,0.97449436,0.97449436,1.12998186,1.22058823,1.38986175,1.15834847,0.93541295,1.8526617,1.1716738,1.02382845
MAST1,0.6583114,0.6583114,0.71331517,0.534155595,0.621198135,0.803085265,0.8668717,0.79182513,0.61716738,0.710881615
MAST2,1.8408092,1.8408092,0.29891303,0.34819737,0.28018433,0.41016337,0.7565905,0.38307986,0.49785408,0.31374106
MAST3,1.4397538,1.4397538,1.5317029,1.699241,1.5253456,1.2722323,2.1142354,2.6596959,1.4798282,1.938046
MAST4,1.17106422,1.17106422,1.42663039,1.6622391,2.0313365,2.33484577,1.67882255,2.010456475,1.546351865,1.65051631
MAT1A,0.8645559,0.8645559,1.0307971,0.6337761,1.3889401,1.3675137,1.082601,1.2072244,1.3356223,0.75694996
MAT2A,2.2040458,2.2040458,2.6376812,1.2447817,1.3465438,1.8602542,2.1599298,0.7404944,1.6077254,2.257347
MATK,0.30958664,0.30958664,0.21920289,0.18406072,0.32718894,0.34210527,0.2741652,0.31653994,0.2944206,0.41382048
MATN1,0.28496044,0.28496044,0.429347815,0.1963947,0.48156682,0.572595305,0.39235499,0.181558945,0.556223165,0.32962668
MATN2,0.02462621,0.02462621,0.016304348,0.0313093,0.041474655,0.013611616,0.014059754,0.08460076,0.019742489,0.41064337
MATN3,0.025505718,0.025505718,0.026721013,0.056925996,0.0405529965,0.0335753175,0.06019332,0.0437262365,0.155364806,0.126687845
MATN4,0.06332454,0.06332454,0.13043478,0.060721066,0.05529954,0.13611616,0.09841827,0.104562744,0.066952795,0.17315328
MATR3,0.43799475,0.43799475,0.35416666,0.419354815,0.40322582,0.49319421,0.758347965,0.441539955,0.617167385,0.529785545
MAU2,0.9205512,0.9205512,0.964975866666667,0.930423766666667,0.88049155,1.03266794666667,1.00820148333333,1.00158433333333,0.63290414,1.19327502333333
MAX,1.3104662175,1.3104662175,1.17980067,1.1252372715,1.4306451725,0.9088022,1.3196397075,0.7478612975,1.0888411975,0.9674344225
MAZ,21.8922613,21.8922613,25.509961,24.060721,22.758064,25.8711445,23.7829515,24.649242,22.55450715,19.736298
MB,18.832895,18.832895,20.683876,21.743834,19.930876,22.193285,20.018454,24.535173,21.404293,15.908657
MBD1,0.7669305,0.7669305,0.49909416,0.86432636,0.77603686,0.47277677,0.5659051,0.42205328,0.5888412,0.6703733
MBD2,1.6094987,1.6094987,1.3224638,2.1432638,1.9253455,1.5045372,1.3620386,1.4942967,1.272103,1.5472597
MBD3,12.015831,12.015831,10.754529,11.242885,12.191706,11.735935,11.703866,14.285172,12.9897,9.356632
MBD4,1.7854003,1.7854003,2.3432972,1.8880455,2.3428571,2.0598912,2.0949032,2.604563,2.0532188,1.6544877
MBL1P,0.0817942,0.0817942,0.1530797,0.119544595,0.124423966,0.09074411,0.26274166,0.1378327,0.127897,0.20969023
MBL2,0.160510125,0.160510125,0.20561593,0.145161285,0.077419355,0.0213248645,0.12609842,0.1183460175,0.246781115,0.0405083385
MBNL1,1.5153915,1.5153915,1.379529,1.8074005,1.475576,1.2377496,1.2144113,1.5323194,0.9141631,1.2946783
MBNL2,0.04925242,0.04925242,0.016304348,0.035104364,0.024884794,0.011796733,0.05096661,0.017110268,0.2334764,0.2192216
MBOAT2,3.4494286,3.4494286,3.5135868,3.2779887,2.6276498,3.1651542,2.3356764,3.6568444,3.0635192,3.028594
MBOAT7,10.30958695,10.30958695,8.08061565,9.32779895,9.7018435,10.1016339,8.53558865,10.76425915,9.16309,8.0710882
MBP,0.3957784,0.3957784,0.32699272,0.2618596,0.4267281,0.29491833,0.36379614,0.2309886,0.36223176,0.39872915
MBTPS1,2.7704487,2.7704487,2.5,2.8681214,1.8728111,1.9047186,2.9578207,3.7195818,2.5948496,2.915012
MBTPS2,1.1152155,1.1152155,0.6277174,0.5208729,0.6147465,0.5526316,0.9226713,0.14258556,0.52446353,0.9070691
MC1R,2.0492525,2.0492525,2.530797,2.4060721,2.3124423,2.2667878,2.2513182,0.49144492,2.0592275,1.3351867
MC2R,3.9296393,3.9296393,5.8894925,3.7855787,4.424885,3.6951,4.049209,4.93346,4.2858367,3.805401
MC5R,1.6200528,1.6200528,2.1213768,1.7001897,1.635023,2.2441018,1.7882249,1.411597,1.9613733,1.8506751
MCAM,0.089709766,0.089709766,0.11956521,0.05313093,0.06175115,0.3520871,0.065905094,0.08745248,0.08240344,0.471803
MCAT,3.039578,3.039578,2.838768,2.3159394,2.5225809,2.4918332,3.1405973,1.5836504,2.3502145,1.4749801
MCC,0.27924363,0.27924363,0.415307985,0.331119535,0.262672805,0.33983667,0.326010525,0.34553234,0.252789705,0.43089753
MCCC2,4.055409,4.055409,3.3894928,3.4250474,2.608295,1.800363,2.7144113,2.4353614,3.393133,2.9412231
MCF2,0.1407212,0.1407212,0.1317934705,0.163662245,0.1322580725,0.29582579,0.076010539,0.080323196,0.13047211,0.178316125
MCF2L,4.639402,4.639402,4.208333,4.212524,4.054378,4.4101634,4.8286467,5.56559,5.583691,4.652899
MCF2L2,0.078276165,0.078276165,0.09148551,0.046489567,0.010138249,0.00907441,0.007029877,0.14828898,0.17253219,0.028594121
MCFD2,1.5822339,1.5822339,1.602355,1.8908919,1.4101382,1.6597096,1.4964851,1.2861218,0.7888412,0.72041297
MCL1,5.1763415,5.1763415,5.46014475,5.3230551,6.13732685,6.266788,6.5601933,7.669202,5.6686697,5.2581413
MCM2,8.563765,8.563765,7.6974635,7.731499,6.24424,6.082577,5.48594,5.5199623,4.7545066,4.1509132
MCM3,3.013193,3.013193,2.8577898,1.5664138,1.8571428,3.1442833,2.6845343,2.8022814,3.009442,1.5448768
MCM3AP,4.335972,4.335972,4.5326085,4.695446,6.188019,4.795826,6.0465727,6.7148294,4.666953,3.803018
MCM4,1.4309587,1.4309587,1.6367753,0.9525617,1.0313364,0.92558986,0.8365553,0.4790875,0.4025751,0.71803015
MCM5,1.3614776,1.3614776,1.2907609,1.4810247,1.2516129,1.3711435,1.0052724,0.9952472,1.1699572,0.8451152
MCM6,6.566403,6.566403,5.9800725,6.801708,5.428571,5.1778584,3.761863,4.6311793,4.151073,3.7498014
MCM7,4.6675463,4.6675463,5.577898,5.142315,4.5631337,4.456443,3.5711775,4.4752855,3.3802574,3.4503572
MCRS1,5.3368516,5.3368516,5.815217,6.097723,5.3566823,4.0626135,5.584358,5.1777573,4.694421,5.420969
MDC1,2.44898855,2.44898855,2.6372282,2.030835,1.81520745,2.07441015,2.30008785,2.48954385,2.08540785,1.72637005
MDFI,0.054529466,0.054529466,0.10054348,0.09013283,0.11152074,0.12522687,0.5843585,0.117870726,0.59742486,0.46227163
MDFIC,0.086191736,0.086191736,0.2445652,0.1537002,0.24055299,0.03629764,0.016695958,0.5712928,0.1888412,0.27799842
MDH1,19.175903,19.175903,19.990034,22.952562,21.963133,20.39746,18.309315,23.74905,18.503862,16.368547
MDH2,2.1064205,2.1064205,1.7164855,2.3244781,1.7474655,1.2540835,1.443761,2.0922055,1.7339056,1.5734711
MDK,16.0919095,16.0919095,12.216032,14.1745735,13.6451605,14.9065345,14.817223,16.627377,14.20515,12.1016677
MDM1,0.9463501,0.9463501,1.1856883,0.89089185,0.78156686,1.0490018,1.483304,1.1815591,1.7081546,0.8975377
MDM2,0.4120492825,0.4120492825,0.622509025,1.313093,1.443087575,0.692831265,0.61928821,0.45960079,0.6476394925,0.555401075
MDM4,0.57959545,0.57959545,0.76721007,0.9810247,0.7400922,0.7658802,1.0448154,0.45722434,0.52017164,1.0611597
MDN1,0.37027264,0.37027264,0.32971016,0.4003795,0.48663592,0.24500908,1.1133567,0.7452472,0.68755364,0.45353454
ME1,3.67370298666667,3.67370298666667,3.87499996833333,4.86401018666667,3.91336426,3.07834247666667,2.66461616666667,1.90494308,1.86580836,1.96690487333333
ME2,1.1477573,1.1477573,1.3079709,2.1518028,1.7004608,1.0834846,0.98681897,1.6045629,1.1682404,1.0055599
ME3,0.21547934,0.21547934,0.13768116,0.11764706,0.16682027,0.12341198,0.19859402,0.0931559,0.11845494,0.31453532
MEA1,4.55497,4.55497,5.748188,6.3994308,5.9557605,5.8384757,5.956942,6.8165402,5.948498,4.664019
MECOM,0.27440634325,0.27440634325,0.3568840315,0.41888047925,0.452073725,0.18375680675,0.2420913675,0.4170627585,0.328969955,0.58856235625
MECP2,3.1240108,3.1240108,3.2282608,3.6726756,3.419355,3.0689657,3.4156415,3.8973386,3.5167384,2.7998412
MED1,3.1345646,3.1345646,3.9519925,4.0569263,3.5815668,4.23412,3.5123024,3.5579848,3.5484977,2.7839556
MED12,1.9991205,1.9991205,1.932065135,1.94165093,1.77235018,1.9019964,2.06063268,2.4111218,1.836051525,1.8836378
MED13,5.045735,5.045735,5.485507,7.1869073,6.8092165,5.527223,6.1045694,7.0066543,5.801717,4.9118347
MED13L,1.3509235,1.3509235,1.4356884,1.9857686,1.7815669,1.1206896,1.3207382,1.8269963,0.9321888,1.0015886
MED14,0.5769569,0.5769569,0.067028984,0.44307402,0.09585253,0.5299456,0.26713532,0.08269963,0.106437765,0.0802224
MED20,1.6675463,1.6675463,2.0552535,1.4421253,1.6663594,1.3856624,1.0931458,1.8003802,1.5845494,1.1953931
MED21,1.74846095,1.74846095,1.87862312,2.010436425,2.05483865,1.8874774,1.54173985,2.1406845,1.6386266,1.999205675
MED22,1.9454706,1.9454706,1.5552535,1.6110058,1.6156682,2.6842105,1.1063269,2.0161598,1.662661,0.6052422
MED24,1.0672824,1.0672824,0.6422101,1.31783686,1.573732725,1.58620695,2.3919156,1.4862168,1.404721065,1.40071483
MED6,0.75227212,0.75227212,0.630132826666667,0.90702092,0.69585253,0.708106526666667,0.775922633333333,0.721482923333333,0.814020033333333,0.675668526666667
MED7,1.3474054,1.3474054,1.4628623,1.5673624,1.3612903,1.4346644,1.2293496,1.0199621,1.1553649,1.050834
MED8,2.5136323,2.5136323,1.9601448,1.670778,2.370507,1.0753176,1.3875219,1.0304183,1.4712446,0.9698173
MEF2A,1.9437116,1.9437116,2.2028985,1.9620494,1.8737327,1.0172414,1.3927944,1.0484792,1.209442,1.6441619
MEF2C,0.224860763333333,0.224860763333333,0.267210128666667,0.121442135333333,0.197542248,0.46067756,0.244581139333333,0.442648963333333,0.201430618333333,0.308975355666667
MEF2D,4.231311,4.231311,3.2192028,2.9648957,3.440553,3.3911073,2.9270651,3.2471485,3.7854078,3.810961
MEG3,2.9111698,2.9111698,2.0190215,2.3548386,2.753917,1.9655174,2.8989453,2.8346012,0.8472103,3.5567908
MEGF6,0.16534741,0.16534741,0.17572463,0.18121442,0.17788018,0.20689654,0.24516696,0.18536124,0.19313304,0.19142176
MEGF8,0.02462621,0.02462621,0.038949277,0.030360533,0.09585253,0.054446463,0.05008787,0.04087453,0.036909875,0.046068307
MEGF9,2.121372,2.121372,1.9275362,1.9819734,2.1253457,2.576225,1.6528999,1.8412548,1.6103004,1.8300238
MEIS1,0.120492525,0.120492525,0.17663042,0.05882353,0.031336408,0.13339382,0.1397188,0.06939164,0.092703864,0.06513105
MEIS2,0.15215479,0.15215479,0.028079709,0.34629983,0.24608296,0.07803994,0.3558875,0.30893537,0.3527897,0.56949955
MEIS3P1,0.61653477,0.61653477,0.6657609,0.42694497,0.6294931,0.48003632,0.71529,0.5950571,0.19570814,0.73073864
MELK,0.583993,0.583993,0.5751811,0.3918406,0.46359447,0.5154265,0.030755712,0.30228138,0.49098712,0.2954726
MEN1,4.978892,4.978892,4.2327895,4.7836814,4.927189,4.153358,4.20826,4.1958175,3.386266,4.3486896
MEOX1,0.08707124,0.08707124,0.22010869,0.032258067,0.4221198,0.1615245,0.0685413,0.1958175,0.28154504,0.025416998
MEOX2,0.349457656666667,0.349457656666667,0.378623166,0.239405453,0.415360973666667,0.432849362666667,0.448154656,0.537389141,0.36795421,0.506221859
MEP1A,0.36939317,0.36939317,1.2128623,0.39848197,0.5437788,1.2622505,0.6458699,1.2224336,0.41545066,0.3995234
MEP1B,0.5373791,0.5373791,0.4891304,0.32922202,0.37972352,0.5753176,0.44991213,0.067490496,0.35536483,0.9142176
MERTK,1.26429208,1.26429208,0.97644926,1.17172675,1.14331805,1.79627965,0.94332165,1.6506655,1.283261815,1.5305799
MEST,1.9656993,1.9656993,2.3206522,2.5398483,2.5142856,2.1950998,3.224956,3.6501904,2.0532188,2.1096108
MET,0.54133689,0.54133689,0.6302083275,0.583254275,0.5751152075,0.3911070775,0.4964850375,0.368821315,0.335407735,0.5925337575
METAP1,4.6007037,4.6007037,4.5815215,3.9165084,3.7382488,3.7640653,5.0702987,4.712928,4.4866953,3.8776808
METAP2,0.44063324,0.44063324,0.92663044,0.64041746,0.5373272,0.8067151,0.5966608,0.62547535,0.28755364,0.54328835
METTL1,5.7634125,5.7634125,4.8260865,4.85389,4.7769585,4.8520875,4.1906853,4.5,4.7922745,4.4289117
METTL13,2.065963,2.065963,2.1014493,2.0056925,2.2258065,2.1597097,2.417399,2.0361218,1.5545065,1.8054011
METTL3,2.0114337,2.0114337,1.76222825,1.59582545,2.01981575,2.00136125,2.85413005,3.00998115,2.57596565,1.53891975
METTL7A,1.9375551,1.9375551,2.3731883,2.2865276,2.36682,1.8656988,1.7539543,1.411597,1.472103,1.7108816
MFAP1,5.0351806,5.0351806,5.303442,4.032258,4.4866357,4.839383,4.4701233,5.2747154,4.716738,3.847498
MFAP2,5.2392263,5.2392263,4.895833,4.7817836,5.3382487,5.129764,4.698594,4.9239545,5.162232,5.301827
MFAP3,2.4731752,2.4731752,2.4198368,2.60151805,2.4732718,2.83484585,2.7649385,2.2780419,2.39999995,2.63939625
MFAP3L,0.8144239,0.8144239,0.55163044,0.8444023,0.718894,0.6016334,0.81898063,0.8431559,0.53733903,0.55917394
MFAP4,0.07299913,0.07299913,0.13315217,0.1907021,0.07004608,0.12068966,0.23989454,0.06939164,0.41287553,0.0841938
MFAP5,0.034300793,0.034300793,0.307971,0.1850095,0.17235024,0.12522687,0.046572935,0.08555134,0.31931332,0.18030183
MFGE8,0.53649956,0.53649956,0.24003622,0.48292223,0.31612903,1.11706,1.1845343,1.4762359,0.29871243,0.41064337
MFHAS1,1.984169,1.984169,0.79257244,1.3776091,1.4958526,1.3666062,0.22056238,1.7395438,1.3090129,0.21286735
MFI2,1.58927,1.58927,1.4619564,1.3738141,1.7806451,0.93557173,1.7706503,1.8450572,1.2480686,1.6219221
MFN1,3.4722955,3.4722955,4.874094,4.4611006,4.5585256,4.2649727,4.509666,3.5627377,3.360515,2.9729943
MFN2,6.3834653,6.3834653,7.315217,8.461101,9.607373,7.4900184,7.0052724,6.4629283,6.1476398,5.025417
MFNG,0.2497801325,0.2497801325,0.301177535,0.24051233,0.206912455,0.30671507,0.2486819,0.25380229,0.23605149,0.490468625
MFSD10,11.759015,11.759015,11.951087,12.158444,11.840552,12.843014,11.191564,14.263309,13.43176,10.415409
MFSD5,1.397977185,1.397977185,2.071105025,1.98434531,1.82442396,1.504537145,2.17750435,1.6126427,1.6729614,1.24424144
MFSD7,0.26209325,0.26209325,1.0416666,0.7637571,0.6479263,0.22867516,0.86291736,0.61406845,0.88497853,0.8014297
MGA,1.3887423,1.3887423,1.3505435,1.6309297,1.483871,0.8974592,1.3040421,1.7813689,1.1776824,1.0675138
MGAM,0.021987688,0.021987688,0.05525362,0.026565464,0.010138249,0.030852996,0.030755712,0.05418251,0.06523605,0.050833996
MGAT1,5.3342133,5.3342133,5.85779,5.7144213,4.6838713,5.641561,5.990334,5.33365,6.0266094,5.706116
MGAT2,0.21547934,0.21547934,0.07065217,0.14041746,0.37235025,0.71778584,0.1880492,0.31368822,0.32274675,0.24146147
MGAT3,0.2550572,0.2550572,0.17663042,0.22865276,0.16774194,0.26951,0.30316344,0.16730039,0.2746781,0.18347895
MGAT4C,0.27352685,0.27352685,0.10054348,0.1252372,0.07465438,0.46279493,0.43760982,0.4077947,0.08240344,0.7212073
MGAT5,0.16534741,0.16534741,0.1847826,0.114800766,0.21751152,0.20326678,0.17838311,0.15494297,0.36223176,0.16282764
MGEA5,2.6420405,2.6420405,2.9221015,3.1698294,3.4497695,2.862069,3.9490333,3.7053232,3.3390558,2.4773629
MGLL,0.54529464,0.54529464,0.6403985,0.51802653,0.35852537,0.15517242,0.35237256,0.29657796,0.127897,0.28355837
MGMT,5.21152175,5.21152175,4.80570625,5.5507591,5.25483895,5.46460995,5.5338311,6.3065592,5.1317596,5.0687052
MGP,2.7027264,2.7027264,1.8586955,2.3776093,1.8552996,3.26951,2.6370826,2.3374527,3.2437768,3.528197
MGRN1,8.470536,8.470536,8.788043,10.499051,9.729954,9.384755,8.920914,10.413499,8.121888,8.449563
MGST2,10.004398,10.004398,6.8224635,8.736243,10.398156,8.426497,10.21529,11.897339,7.6334763,11.310564
MGST3,8.092348,8.092348,7.519021,8.513283,8.097695,8.633394,10.3532505,9.5513315,9.36824,8.389197
MIA,0.17502199,0.17502199,0.25090578,0.08918406,0.13364056,0.1569873,0.19683655,0.10551332,0.17339057,0.46227163
MIA3,1.6754618,1.6754618,1.2028985,1.4316888,1.2285714,0.70961887,0.685413,0.88498104,0.7974249,0.8856235
MICA,1.807388,1.807388,1.3387681,1.577799,1.3253456,1.5671507,1.8884007,3.0865023,2.9922748,1.878475
MICAL2,5.39226055,5.39226055,5.87137675,5.4359582,4.23456225,3.4786749,4.4389277,3.67823205,6.188412,4.9408259
MICAL3,2.486368,2.486368,1.9438406,1.8339659,2.3013825,1.6833031,2.2627416,2.2661598,2.1630902,1.7386814
MICB,0.0703606,0.0703606,0.16123188,0.43927893,0.07281106,0.06987296,0.17047451,0.50570345,0.09613734,0.5726767
MID1,1.2216359,1.2216359,1.4266304,0.8074004,1.0691245,1.2767695,1.2829525,1.5456276,1.672103,2.2049246
MID2,1.4019349,1.4019349,1.7192029,1.0341556,1.4248848,1.0090744,1.0043937,1.28327,1.2884121,1.4257346
MIF,87.18734,87.18734,80.66395,101.60626,95.354836,107.626144,105.02284,109.28613,83.523605,85.75378
MINA,0.873351,0.873351,0.77173907,0.2817837,0.17880183,0.43194193,0.599297,1.0304183,0.8618026,0.8522637
MINK1,3.0536501,3.0536501,2.718297,3.4165087,3.5640554,2.4891107,2.9121265,3.5884032,3.0103006,3.1024623
MINPP1,0.698329,0.698329,0.803442,0.9506641,0.8820276,0.4555354,0.42794377,0.62737644,0.38025752,0.36854646
MIOS,0.9252419,0.9252419,0.73007244,0.9867173,0.9797235,0.77404726,0.9024604,1.0304183,0.38969958,1.2414615
MIPEP,5.3579597,5.3579597,5.816123,6.6622396,5.847926,5.587115,5.517575,5.9211035,5.5948496,6.531374
MIR483,2.0457346,2.0457346,1.8740941,2.740038,2.402765,2.5807624,2.8031633,2.488593,3.2206008,2.3518665
MITF,0.621811825,0.621811825,0.2663043515,0.46679316,0.382488482,0.328039915,0.269771535,0.3008555475,0.380686695,0.365369335
MKI67,0.5259455,0.5259455,0.615942015,0.558823555,0.17096774,0.0812159725,0.52811952,0.58032324,0.453648075,0.227958695
MKL1,1.1029024,1.1029024,0.70199275,1.07352945,1.0410138,0.64019963,1.16300532,1.10361223,1.28068674,1.03097685
MKLN1,1.9630607,1.9630607,1.6240941,1.6499051,1.948387,1.1343013,2.4200351,2.6311789,2.3107297,2.626688
MKNK1,3.039578,3.039578,2.566123,3.180266,2.892166,3.1406536,2.079086,3.2053235,2.7776825,2.74027
MKNK2,2.12840818,2.12840818,2.65715575,2.30075891,2.3202765,1.829854875,1.77987695,1.119771935,1.891845545,1.67593325
MKRN1,6.153034,6.153034,7.7364125,7.085389,8.593549,6.278585,6.144991,7.312738,7.4025755,5.590151
MKRN3,0.027264733,0.027264733,0.05706522,0.036053132,0.16313365,0.09891107,0.061511423,0.052281372,0.08412018,0.059571087
MLANA,0.700381156,0.700381156,0.367753608,0.482289713333333,0.399385556666667,0.677858438,0.804627993333333,0.793092632333333,0.82260371,1.00052951
MLC1,0.7915568,0.7915568,0.3206522,0.34060723,0.44147468,0.9537205,0.11862917,0.7794677,0.8635193,0.59015095
MLEC,16.832895,16.832895,16.024456,17.845352,21.36129,17.706898,18.329525,23.217682,16.360516,15.503574
MLF1,1.3051891,1.3051891,1.3043478,1.7552183,1.0903226,1.2658802,1.0307558,1.057985,0.9708154,1.1628276
MLF2,5.630607,5.630607,6.3840575,6.950664,6.948387,6.787659,8.161687,7.134981,6.269528,3.8467035
MLH1,6.00219865,6.00219865,5.96920275,5.7917459,6.88617535,7.32486415,7.106327,6.500951,6.1690987,7.3733118
MLH3,1.5620054,1.5620054,1.3876811,1.9667932,1.9714285,1.4736842,1.6010544,1.4809887,1.6214591,1.2954726
MLL,3.7528586,3.7528586,3.986413,3.8671727,4.0903225,4.123412,4.009666,3.861217,4.1339054,4.2216043
MLL2,0.507182678666667,0.507182678666667,0.478562790333333,0.374446561333333,0.464823353333333,0.518451331666667,0.537492666666667,0.556400505,0.675536486666667,0.725708196666667
MLL4,2.5795953,2.5795953,2.6331522,2.525617,2.4967742,2.3793106,2.4288225,2.0636885,3.08412,2.3455122
MLLT1,1.2058048,1.2058048,1.0081521,1.028463,1.0248848,1.4945554,0.6502636,1.3669202,0.65493566,1.7942811
MLLT10,0.32277927,0.32277927,0.28351447,0.556926,0.2986175,0.4882033,0.48594022,0.4942966,0.416309,0.11834789
MLLT11,0.041336853,0.041336853,0.064311594,0.44307402,0.5124424,0.9673321,0.60456944,0.41159698,0.13648069,0.1429706
MLLT3,0.13632366,0.13632366,0.5163043,0.94781786,0.18248847,0.5172414,0.5202109,0.16634983,0.26266095,0.3200953
MLLT4,0.686895398,0.686895398,0.65534417,0.420777995,0.77926269,0.58938298,0.520650235,0.708650195,1.0540772,0.8312152
MLN,1.6807389,1.6807389,1.0226449,1.537002,1.4239632,1.7486389,1.1792618,1.7452474,1.5999999,1.6600477
MLX,3.3729112,3.3729112,3.168478,3.3159394,2.8709676,3.972777,4.3594027,4.5893536,3.2317595,2.4678316
MLXIP,3.8891823,3.8891823,3.6014493,3.4383302,3.6387095,3.777677,3.7653778,4.1806087,4.111588,3.9801428
MMACHC,3.8944592,3.8944592,3.2182968,2.4468691,2.7207375,2.915608,2.9077327,3.759506,3.0901287,3.4829228
MMD,0.97537386,0.97537386,1.0896739,1.0777988,1.1152073,0.9392015,0.6678383,0.8051331,0.8515021,0.56393963
MME,28.463503,28.463503,27.511774,26.822582,25.940092,24.710527,28.265379,21.134981,22.838627,22.932486
MMP1,0.2216359,0.2216359,0.120471016,0.22580644,0.062672816,0.26406536,0.088752195,0.012357415,0.17768241,0.04845115
MMP10,0.113456465,0.113456465,0.0317029,0.035104364,0.115207374,0.10344827,0.121265374,0.036121674,0.0472103,0.12549642
MMP11,1.7801231,1.7801231,1.9972825,2.2485769,1.9990783,2.530853,1.8927943,2.2186313,2.2197425,2.172359
MMP12,0.28012313,0.28012313,0.24682971,0.365749525,0.32211983,0.288566245,0.329086095,0.26093158,0.321030045,0.246624302
MMP13,0.051890943,0.051890943,0.07699275,0.06736243,0.057142854,0.05989111,0.060632687,0.077946775,0.030042918,0.2573471
MMP14,2.6693051,2.6693051,2.88088744,2.77134742,2.652534675,1.608892885,2.319419815,2.4524716,2.314592135,2.8054011
MMP15,5.4283205,5.4283205,5.76992725,6.4933585,5.86543805,4.9995465,5.2434094,5.51093195,5.4072963,5.49126275
MMP16,0.67106422,0.67106422,1.09239128,0.511068963333333,0.9047619,0.60859043,0.818980606666667,0.84188849,1.06809726666667,1.4167328
MMP17,0.14511874,0.14511874,0.25815216,0.2049336,0.1797235,0.27949184,0.18892793,0.31749052,0.2420601,0.28514695
MMP19,0.15127529,0.15127529,0.30072463,0.17552182,0.118894,0.2586207,0.2917399,0.27471486,0.27553648,0.55837965
MMP2,0.4221636,0.4221636,0.1259058,0.1821632,0.10046083,0.18058077,0.21792617,0.45437264,0.14506437,0.6997617
MMP20,0.23043098,0.23043098,0.064311594,0.0768501,0.09585253,0.09074411,0.14059754,0.088403046,0.103862666,0.0969023
MMP23A /// MMP23B,0.80299036,0.80299036,1.02173909,1.02419355,1.13087561,0.795825735,1.121704785,0.497623625,1.236909835,1.25178717
MMP24,0.5329815,0.5329815,0.557971,0.4487666,0.5262673,0.668784,0.62126535,0.5722434,0.58712447,0.40746623
MMP25,5.4476695,5.4476695,5.05389475,5.8833017,5.31981565,5.93012715,5.6441121,4.6924907,5.9961371,5.451549
