,GSM12087,GSM12094,GSM12183,GSM12184,GSM12185,GSM12186,GSM12187,GSM12188,GSM12189,GSM12190
APOBEC3C,3.843008185,3.843008185,4.563858285,3.56736255,3.70184345,3.749092675,5.07029885,2.25427775,4.0901289,3.59173935
APOBEC3F,0.21987689,0.21987689,0.26268116,0.18595827,0.11705069,1.3439202,0.19507909,0.21387833,0.35536483,0.2907069
APOBEC3G,0.16138963,0.16138963,0.31793476,0.210626185,0.28894009,0.2785844135,0.21968366,0.46150192,0.16695278,0.22081017
APOC1,0.0694811,0.0694811,0.15851448,0.19829223,0.36682028,0.14609802,0.21968365,0.25570345,0.30643776,0.07625099
APOC2,0.1284081,0.1284081,0.07971014,0.0768501,0.08940092,0.14428312,0.06678383,0.04752852,0.078969955,0.07625099
APOC3,0.29815307,0.29815307,0.33152172,0.2552182,0.45714283,0.4092559,0.36467487,0.29657796,0.22918455,0.28514695
APOC4,1.9120493,1.9120493,2.8894928,3.731499,3.927189,3.7640653,2.363796,5.0199623,1.9484979,1.6266879
APOD,0.3861038,0.3861038,0.30253625,0.34535107,0.8064516,1.07804,1.9376098,1.9657797,1.9802575,1.5575854
APOE,1.42392265,1.42392265,1.36775358,1.51375705,1.174654445,0.592559005,1.2816344,1.00285175,1.5193133,0.852263675
APOF,0.7845207,0.7845207,1.0353261,0.83681214,0.8921659,0.6705989,0.612478,0.61692023,0.78969955,1.2311358
APOH,0.06332454,0.06332454,0.41394928,0.029411765,0.20184332,0.14882033,0.30140597,0.2671103,0.39742488,0.08181096
APOL1,0.17414248,0.17414248,0.04347826,0.0768501,0.115207374,0.22958258,0.04745167,0.4790875,0.10128756,0.12470214
APOM,0.953679293333333,0.953679293333333,0.647946843333333,0.854206203333333,0.86420892,0.972171826666667,1.14118334,0.680608383333333,1.0183119,0.602329883333333
APOOL,0.32102025,0.32102025,0.29076084,0.4497154,0.47373274,0.21506353,0.05272408,0.5361217,0.3330472,0.3542494
APP,8.957784,8.957784,7.4057965,8.127134,8.424885,8.337568,7.2891035,9.246199,7.719313,5.9849086
APPBP2,0.890061625,0.890061625,0.97010867,0.98387091,0.83870967,0.88112519,1.1511423,0.82034228,0.849356205,0.5567911
APRT,15.185576,15.185576,14.789855,17.62334,14.929032,17.593468,17.59754,15.245249,16.285837,10.926926
AQP1,0.35883906,0.35883906,0.42028984,0.2865275,0.20645161,0.2558984,0.3049209,1.4733841,0.36480686,0.9110405
AQP2,0.26121375,0.26121375,0.34963766,0.27324477,0.2764977,0.345735,0.3251318,0.26996198,0.2832618,0.41382048
AQP3,0.5382586,0.5382586,0.581521705,0.6532258,0.764516135,0.617059885,0.788664275,0.72053243,0.94248931,0.683081795
AQP4,0.055408973,0.055408973,0.05163043,0.10151803,0.04331797,0.0662432,0.12038664,0.06653993,0.4583691,0.49086574
AQP5,3.5479333,3.5479333,3.7880435,4.067363,3.1253457,3.2232306,3.2565906,3.3431563,3.2377684,3.7172358
AQP6,1.4441513,1.4441513,1.6231884,0.6574953,1.6470046,0.9328494,1.8708259,1.5817491,1.3948498,0.7505957
AQP7,2.68557605,2.68557605,2.60461955,3.075427,3.43317985,3.1814884,2.672232,3.2433462,2.8592275,2.41977755
AQP8,2.0782764,2.0782764,0.7028985,2.4136622,2.4958525,2.053539,1.8532512,2.0703423,2.0849786,2.7077043
AQP9,0.29111698,0.29111698,0.06793478,0.1280835,0.18617512,0.09255899,0.26713532,0.43821293,0.39227468,0.3169182
AQR,0.7598945,0.7598945,0.8532608,0.48102468,0.7447005,0.85571694,0.83216166,1.1834601,1.1553649,0.8451152
AR,10.5567288,10.5567288,8.11367725,6.3752375,5.68202795,7.1311255,8.31502585,9.5403995,11.3227465,8.96862535
ARAF,9.485928,9.485928,9.2423,8.904649,8.43686665,8.17785875,8.913005,10.4415395,10.54678125,9.8185065
ARAP1,3.616535,3.616535,4.231884,5.012334,3.7474654,3.428312,3.0782073,2.8764262,3.885837,4.239873
ARAP2,0.012313105,0.012313105,0.26358694,0.24193549,0.2516129,0.1878403,0.20123023,0.2024715,0.16995707,0.28196982
ARC,2.6701849,2.6701849,3.2780795,3.0379508,3.7732718,2.4174228,4.1502633,2.896388,2.635193,3.4392374
ARCN1,3.8416886,3.8416886,4.297101,4.690702,4.6801844,3.4773142,3.3892796,4.381179,3.07897,2.907069
AREG,0.22603343,0.22603343,0.04981884,0.23908919,0.02764977,0.055353902,0.014938489,0.041825097,0.18197426,0.2065131
ARF1,23.221638,23.221638,23.509056,28.214422,26.428572,31.686028,24.59666,26.303234,21.645493,22.232725
ARF3,31.371153,31.371153,32.065216,34.513283,30.980644,31.0853,34.85237,37.390686,26.774248,25.520254
ARF4,20.183817,20.183817,23.279892,25.118597,24.292166,26.104357,25.560633,19.75,17.39485,18.918982
ARF5,31.03958,31.03958,31.841484,33.574955,34.223965,37.93739,34.89543,35.612167,31.0103,31.885622
ARF6,1.11829378,1.11829378,1.25634055,1.0403226,0.94884795,0.94600728,1.1274165,1.166349923,1.3545064,1.023828415
ARFGAP2,6.199649,6.199649,6.4130435,6.037951,6.8829494,6.763158,5.674868,8.355514,6.5381975,7.1326447
ARFGAP3,0.46262095,0.46262095,0.42255433,0.287950665,0.379262685,0.38339383,0.28822494,0.22956276,0.185836905,0.38800636
ARFGEF1,1.8693933,1.8693933,1.89175715,1.99620495,2.49631335,1.62114348,1.649384835,1.80846022,2.3738197,1.71763305
ARFGEF2,0.51385228325,0.51385228325,0.665307956,0.58254271125,0.668894001,0.4709619125,0.5114235335,0.521863156,0.46309014125,0.7144559225
ARFIP1,1.0853122,1.0853122,1.1956521,0.8605313,1.3179723,1.4210527,1.2231985,0.51806086,1.0858369,1.2565528
ARFIP2,3.8821461,3.8821461,5.351449,6.3652754,5.723502,5.9183307,5.796133,6.1406846,4.2360516,3.375695
ARFRP1,5.498681,5.498681,4.9429345,5.971537,6.8267283,6.4310346,5.32601,5.09981,4.578541,3.9642572
ARG1,0.3975374,0.3975374,0.032608695,0.6574953,0.07096774,0.30399275,0.11335676,0.28422055,0.40429184,0.37728354
ARG2,1.1846966,1.1846966,0.6512681,0.93453515,0.8341014,0.8439202,0.6915641,1.4039924,0.4746781,0.9515489
ARHGAP1,7.25088008,7.25088008,7.3220105325,7.380218055,6.88110588,6.982758615,6.675087885,6.2381182425,6.404935625,5.2061159
ARHGAP11A,0.1978892,0.1978892,0.2164855,0.048387095,0.2,0.25771326,0.03954306,0.056083653,0.35450643,0.045274023
ARHGAP12,1.7071241,1.7071241,1.3143116,1.5512334,1.1493087,1.5707805,1.4683656,1.4001902,1.4824034,1.6306592
ARHGAP19,1.1266491,1.1266491,1.2481884,1.065465,1.3456221,1.4038112,1.1599296,2.168251,1.4892703,1.0548054
ARHGAP22,0.7897978,0.7897978,0.5905797,0.39848197,0.20368664,0.4618875,0.18453427,0.35456276,0.27896994,0.9698173
ARHGAP25,1.7194372,1.7194372,1.9402173,1.8311195,1.5529954,2.436479,1.9789103,1.6730039,1.2532189,1.1763304
ARHGAP26,0.18029904,0.18029904,0.16485508,0.16413662,0.15668203,0.207804,0.25571176,0.2671103,0.17167382,0.1262907
ARHGAP29,1.2225155,1.2225155,1.3333333,0.72106266,0.78986174,1.3303087,0.6599297,0.94391644,0.6832618,0.644162
ARHGAP32,1.1099385,1.1099385,0.7536231,0.9629981,0.4967742,1.0117967,1.2258347,0.8726237,1.383691,1.319301
ARHGAP33,1.4863677,1.4863677,1.54936585,1.4596774,1.4262673,1.00589842,2.2258348,1.08317492,1.9339056,1.50595705
ARHGAP4,1.4687775,1.4687775,1.6186594,1.1565465,1.5926268,1.1052632,0.8611599,0.84220535,0.7244635,1.4686258
ARHGAP44,0.87247145,0.87247145,0.8731884,0.7618596,0.71797234,1.1161525,0.8717047,0.7785172,0.96909875,1.1914217
ARHGAP5,0.95162717,0.95162717,0.77943835,0.7329222,0.6746544,0.73774955,1.2420914,0.224334605,0.9502146,0.6914217
ARHGAP6,0.363236595,0.363236595,0.336956495,0.224857695,0.29400921,0.21007261,0.32732864,0.428707265,0.1776824,0.275615575
ARHGAP8 /// PRR5-ARHGAP8,3.566403,3.566403,3.611413,3.0388994,3.324424,3.7395647,4.1792617,5.0693917,4.420601,3.2557585
ARHGDIA,17.833773,17.833773,17.219202,19.890892,15.281106,20.650635,23.126537,29.491447,27.306437,25.181095
ARHGDIB,0.09146878,0.09146878,0.07336956,0.0768501,0.0921659,0.11343013,0.06326889,0.12072244,0.109871246,0.18347895
ARHGEF1,3.878628,3.878628,4.2400361,4.1271346,4.2253456,3.88838495,3.98374325,3.8992398,3.76566525,3.57545685
ARHGEF10,3.1398418,3.1398418,3.125,2.3434536,1.3889401,1.2658802,3.264499,4.5418253,2.6643777,2.3034153
ARHGEF11,1.7044855,1.7044855,2.0199275,1.7267553,2.0847926,2.6760435,1.768014,1.7119774,0.92618024,1.7394757
ARHGEF12,0.705365,0.705365,0.5317029,0.5056926,0.5585253,0.68874776,0.41212654,0.55703425,0.4669528,0.8522637
ARHGEF15,0.8056289,0.8056289,0.7282609,1.0474384,0.797235,0.39201453,0.41739893,0.2984791,0.24291845,1.2255758
ARHGEF16,2.9393141,2.9393141,2.388587,1.4829222,1.9898617,2.2595282,3.456063,2.7661598,2.3055794,2.98888
ARHGEF17,0.2805629,0.2805629,0.44836956,0.41555977,0.27834103,0.31488204,0.18453427,0.506654,0.25665236,0.24622716
ARHGEF18,3.7810028,3.7810028,3.115942,3.6821632,3.2682028,3.6642468,3.7363796,4.325095,3.2103004,3.1405876
ARHGEF2,3.19085323333333,3.19085323333333,2.9743355,1.87950663333333,2.09462363333333,1.9839686,0.879613346666667,1.4876426,1.28354797333333,1.40746621333333
ARHGEF4,1.048373,1.048373,1.2581521,0.8851993,1.3225807,1.9246825,1.0342706,1.4296578,1.6566523,1.375695
ARHGEF5,2.9850485,2.9850485,2.8315217,2.8481975,3.1483872,4.6324863,4.8383126,4.2338405,3.4592276,3.2644956
ARHGEF6,0.6948109,0.6948109,0.5081521,0.6793169,0.689401,0.4818512,0.9393673,0.9496198,1.1622317,1.1556791
ARHGEF7,2.9349167,2.9349167,2.9827898,3.0929792,3.1788018,3.0372052,3.8611598,4.2984796,3.5982833,2.8721206
ARHGEF9,0.4573439,0.4573439,0.46920288,0.41555977,0.30046082,0.23956443,0.4718805,0.5560837,0.3253219,0.50675136
ARID1A,1.861917435,1.861917435,2.341938235,1.80645172,2.02073745,2.140653465,1.72451669,2.15779505,2.36781109,1.32287533
ARID3A,1.4344769,1.4344769,1.718297,2.1774194,2.36682,2.0644283,1.8743409,0.8992396,2.0274677,1.0738682
ARID4A,0.299032555,0.299032555,0.5194746,0.35436433,0.32258066,0.3085299535,0.430140561,0.297528538,0.550214605,0.310563925
ARID4B,1.0976254,1.0976254,1.0561594,1.4639469,1.6764976,0.96279496,1.6291739,0.911597,1.4738197,1.1199365
ARID4B /// RBM34,1.27132805,1.27132805,1.40443835,1.43927893,1.205990785,1.7617968,1.0918278,1.164448715,1.1746781,0.9098491
ARID5A,1.6763414,1.6763414,0.986413,1.4734346,1.475576,1.1887478,1.3207382,1.3925856,1.2334764,0.5766481
ARID5B,3.0853121,3.0853121,1.5969203,1.9743834,1.8285713,1.5263158,2.1019332,2.84981,1.8497854,1.9293089
ARIH1,1.416007,1.416007,1.6358696,2.471537,2.0847926,2.0544465,1.8075571,3.2832701,2.1527898,1.5162827
ARIH2,6.8759894,6.8759894,7.085145,6.5711575,7.312443,6.870236,6.9323378,8.230989,8.2386265,6.7752185
ARL1,3.8232193,3.8232193,3.6186593,4.293169,4.294931,3.4165156,2.8172233,3.0190117,2.5184548,2.2414615
ARL2,10.211962,10.211962,9.776268,10.899431,10.926268,11.764973,10.772408,11.892586,9.729613,9.90548
ARL2BP,7.4722958,7.4722958,8.685688,9.486717,8.905991,8.570781,6.363796,8.691065,7.056652,6.250993
ARL3,1.02506605,1.02506605,0.928442,0.85056925,0.9543778715,0.83393832,0.71660808,1.0475285875,1.014163065,0.704130215
ARL4A,1.0941074,1.0941074,1.4067029,1.0721062,1.1198157,1.4301271,1.1528997,1.1539925,0.7759657,1.3367752
ARL4C,0.379947235,0.379947235,0.48052534,0.797438325,0.55299537,0.54537206,1.05492088,0.86026627,0.879828275,0.832803835
ARL4D,0.06420405,0.06420405,0.20471014,0.0654649,0.1576037,0.06715064,0.14938489,0.25,0.31072962,0.13899921
ARL6IP1,4.915568,4.915568,6,7.471537,6.1225805,4.6733212,3.7987697,4.586502,3.753648,3.197776
ARL6IP5,1.8707124,1.8707124,1.5407609,2.1072106,2.7769585,1.80853,1.4411248,1.4619774,1.9699571,1.5679109
ARMC6,0.6420405,0.6420405,0.47826084,1.9222013,0.46820277,1.2050817,0.81985945,0.58745253,0.5965665,0.76965845
ARMC8,0.13192612,0.13192612,0.05797101,0.0910816,0.14009216,0.44373867,0.044815466,0.8317491,0.29957083,0.040508337
ARMCX2,0.019349165,0.019349165,0.030797102,0.05882353,0.014746544,0.020871144,0.036028117,0.057984795,0.05665236,0.039714057
ARMCX4,0.33333337,0.33333337,0.05797101,0.064516135,0.040552996,0.078947365,0.0685413,0.24239546,0.048927035,0.04845115
ARMCX6,2.9832895,2.9832895,3.4157608,5.548387,4.8304143,4.950091,4.479789,4.131179,3.1261804,2.2724385
ARNT,2.02990325,2.02990325,2.13269925,1.8538901,1.9520737,2.48820335,2.1673989,1.26425865,1.6381975,2.1338363
ARNT2,0.42392263,0.42392263,0.8260869,0.5910816,0.56774193,0.69147,0.58611596,0.4106464,0.7133047,0.5059571
ARNTL,0.48900616,0.48900616,0.8088768,0.41555977,0.4672811,0.14519057,0.64235497,0.4562738,0.7055794,0.60841936
ARPC1A,2.2225153,2.2225153,2.509058,3.1423151,2.4792626,2.2976408,1.960457,2.8136883,1.8437768,1.3510723
ARPC1A /// ARPC1B /// LOC653888,13.746702,13.746702,16.258152,18.203035,18.43963,14.803086,12.308435,12.745249,7.688412,6.8236694
ARPC2,13.307828,13.307828,13.682065,17.516129,16.985254,16.136116,15.267136,19.16445,13.48412,12.031772
ARPC3,7.0659637,7.0659637,6.6983695,8.550285,8.126267,7.4119782,6.318102,9.0351715,7.6386266,5.901509
ARPC4,4.76649115,4.76649115,4.60552525,5.26043665,4.79170485,5.0022685,5.1823373,3.86026625,5.2072965,4.2001587
ARPC5,6.111698,6.111698,6.061594,7.024668,6.9373274,5.9346642,7.8804917,8.905894,7.4738197,6.587768
ARPP19,2.287599,2.287599,1.4972826,1.5294118,2.0064516,2.6842105,2.2346222,1.8498101,2.6154509,1.2724384
ARR3,1.8522428,1.8522428,5.8885865,1.6252372,2.043318,1.5871143,1.7697715,1.7842206,2.2077255,3.2247815
ARRB2,4.30958655,4.30958655,5.13088725,5.288425,4.3147465,4.60843945,4.5606325,3.4353614,3.33304725,3.9809371
ARSA,2.3025506,2.3025506,1.8487319,1.8975332,2.075576,1.5145191,2.0052724,1.5579848,1.9725322,1.8085781
ARSB,0.30343008,0.30343008,0.081521735,0.07874763,0.06543779,0.28221416,0.08260105,0.12642586,0.13390559,0.9563145
ARSD,0.6912929,0.6912929,0.33061594,0.85104364,0.5557604,0.7359347,1.6054481,0.28422055,0.4575107,0.33280382
ARSE,2.6816185,2.6816185,2.9619565,2.0910816,3.085714,2.15245,2.8594024,3.248099,2.0369098,1.7950754
ARSF,0.2216359,0.2216359,0.22282608,0.4743833,0.5493087,0.44283122,0.20474516,0.3412548,0.39999998,0.22557585
ART1,0.55672824,0.55672824,0.7445652,0.17267554,0.43041477,0.19509983,0.21968365,0.65304184,0.15708154,0.33200952
ART3,0.0351803,0.0351803,0.028985506,0.036053132,0.020276498,0.029038114,0.117750436,0.036121674,0.023175966,0.014297061
ART4,0.3051891,0.3051891,0.4347826,0.5360531,0.597235,0.35027224,0.5123023,0.79467684,0.49270388,0.48610008
ARTN,3.84476695,3.84476695,2.8423911,3.00759015,3.82396295,3.80399285,4.526801,3.090779675,3.62145918,3.690627225
ARVCF,9.701847,9.701847,12.105072,13.351044,10.306912,11.146099,12.953426,12.309887,12.595708,10.030183
ASAH1,13.00307835,13.00307835,11.92980065,14.3372874,13.58110595,11.5907451,10.5536031,10.96055195,9.6369096,8.2339157
ASAP2,0.6948109,0.6948109,0.77717394,0.78462994,0.52718896,0.6188748,0.41036907,0.3726236,0.6103004,0.35583794
ASB1,0.90501326,0.90501326,1.0199275,1.398482,1.4774194,1.1288567,1.1309314,1.3450571,0.84291846,0.6878475
ASB4,1.01026097866667,1.01026097866667,0.5866546,0.683428243333333,0.790476158,0.6279492,0.737844146666667,0.764892356666667,1.10128756,0.99258668
ASB9,0.33861038,0.33861038,0.41666666,0.29411766,0.4110599,0.37386572,0.17311072,0.4790875,0.31673822,0.50675136
ASCC2,4.489886,4.489886,5.32971,3.670778,2.7741935,5.704174,5.8550086,6.0969586,4.7038627,5.407466
ASCC3,0.102902375,0.102902375,0.036231883,0.5597723,0.40829492,0.51814884,0.40421793,0.5931559,0.42145923,0.31056392
ASCL1,0.590735866666667,0.590735866666667,0.4824879,0.426944963333333,0.36221199,0.392317013333333,0.597246646666667,0.767110322,0.347353351,0.605242256666667
ASCL2,0.26209325,0.26209325,0.2771739,0.20967743,0.19907835,0.19419238,0.14674869,0.28517112,0.2866953,0.26846704
ASF1A,0.8997362,0.8997362,0.86413044,0.6195446,0.6119816,0.3575318,0.4894552,0.9923955,0.7012875,0.7918983
ASGR1,1.2277925,1.2277925,0.3949275,1.2571157,1.4294932,0.45644283,0.34885764,1.1055135,1.311588,1.197776
ASGR2,0.467898,0.467898,0.22010869,0.11574952,0.1281106,0.6388385,0.5421793,0.48384035,0.21888413,0.16203335
ASH2L,1.5382586,1.5382586,1.5606884,1.2836813,1.0110599,1.0190563,1.072935,1.6131179,1.2025752,0.82764095
ASIP,0.95866317,0.95866317,0.53532606,0.42694497,1.0967742,0.62704176,0.91476274,0.9087453,0.9587982,0.41540903
ASL,0.6402815,0.6402815,0.10144927,0.64611006,0.43225807,0.80036294,0.66432333,0.546578,0.44463518,0.9030976
ASMT,0.10817943,0.10817943,0.15670289,0.14421253,0.17327188,0.1615245,0.08260105,0.14828898,0.12360515,0.10325655
ASMTL,2.0404574,2.0404574,2.52445645,2.40607215,2.2875575,2.34437395,2.15861155,2.7799432,2.90729605,2.09968225
ASNA1,5.6314864,5.6314864,5.333333,6.556926,6.013825,6.54628,5.8884006,4.1302285,4.3665237,5.6354246
ASNS,36.00352,36.00352,43.163944,43.06262,42.024887,35.26225,21.306677,11.19772,6.19485,5.996823
ASPA,0.47405457,0.47405457,0.13315217,0.1024668,0.6165899,0.44373867,0.054481544,0.07319392,0.14077252,0.073073864
ASPH,3.1354442,3.1354442,3.4175723,2.614801,2.5391705,2.7087116,2.5949032,1.5095059,2.3845491,3.44162
ASPHD1,1.280123214,1.280123214,1.019021666,1.3088236815,1.450230465,0.744101645,1.216168722,1.374049393,1.2266095055,1.073073755
ASS1,15.039578,15.039578,14.50634,17.302656,16.497696,17.199638,13.996486,13.558936,10.556224,10.500397
ASTN1,0.020228673,0.020228673,0.012681159,0.0113852,0.033179723,0.022686027,0.017574692,0.017110268,0.017167382,0.015885623
ASTN2,0.79859287,0.79859287,0.68840575,2.1527514,1.6967742,2.0871143,2.0246046,2.4334602,1.8849785,1.8046068
ASXL1,1.123131,1.123131,1.1856883,1.1072106,1.1658986,1.4137932,0.9499121,2.5437264,1.3965665,1.4042891
ATAD2B,0.8236588015,0.8236588015,1.08242747,0.98814046,0.7709677625,0.979128835,0.77680143,0.9168252,0.807725315,0.689038885
ATF1,1.0272648,1.0272648,0.8541667,0.46489564,0.718894,1.5680581,0.7574692,1.1178708,1.2875537,0.98808575
ATF2,0.68660221,0.68660221,0.58182365,0.733080333333333,0.650998446666667,0.73018756,0.584944326666667,0.607414486666667,0.733905593333333,0.68678844
ATF3,1.225154,1.225154,1.0634058,1.2352941,0.7981567,0.59255904,0.38137084,0.42585555,0.59227467,0.1898332
ATF4,37.748463,37.748463,36.87681,29.42979,36.97696,29.124321,16.24253,17.54943,13.390558,16.062748
ATF5,4.288479,4.288479,5.7382245,5.723909,6.1963134,5.5127044,3.7073812,3.051331,2.653219,2.238284
ATF6,4.720317,4.720317,4.891304,4.357685,3.242396,3.8856626,3.2363794,3.4714832,3.3098712,3.833201
ATF6B,0.47141603,0.47141603,0.32155797,0.28747627,0.40276498,0.39019966,0.6247803,0.14828898,0.6223176,0.8030182
ATF7,0.52550575,0.52550575,0.31793477,0.40891841,0.337327185,0.415154265,0.2768014,0.496673035,0.47553648,0.39475775
ATG12,0.962767586666667,0.962767586666667,1.18236718666667,0.942441523333333,0.962826453333333,0.896249286666667,0.826303453333333,0.765842871333333,0.795708183333333,0.581149046666667
ATG13,4.2348285,4.2348285,3.5615942,3.7125237,4.2129035,2.9891107,5.348858,4.024715,4.2532187,2.7926927
ATG14,1.57168,1.57168,1.6168478,1.4715371,1.6239631,1.8484573,1.4182776,1.7737645,1.9811159,1.8339951
ATG2A,2.4160073,2.4160073,3.7572463,3.8140419,4.276498,3.2749546,3.3374338,3.358365,3.5124464,2.938046
ATG4A,0.3280563,0.3280563,0.61413044,1.0550284,1.275576,0.977314,0.840949,1.1910647,0.8987124,0.9586973
ATG4B,0.30343008,0.30343008,0.33152172,0.30645162,0.23870967,0.48911074,0.40773287,0.47623575,0.35879827,0.32644954
ATG5,0.4080915,0.4080915,0.2826087,0.45825428,0.5059908,0.32486388,0.2741652,0.18346009,0.27381974,0.33915806
ATG9A,8.776606,8.776606,9.725543,9.356736,9.131797,10.200544,9.072935,10.857414,9.821459,9.189833
ATIC,13.552332,13.552332,14.057065,14.509488,12.753918,10.580763,9.704745,18.378328,12.551072,10.487689
ATM,0.47610675,0.47610675,0.579710116666667,0.526249226666667,0.520430133333333,0.79249851,0.464264753333333,0.536755436666667,0.709871243333333,0.790044973333333
ATM /// NPAT,1.0668427,1.0668427,1.4809783,1.451613,1.4073732,1.4854809,1.5079086,1.4163499,1.0446352,1.6052423
ATMIN,1.1064205,1.1064205,1.3577898,1.3567363,1.4423963,1.3221415,1.3031634,1.0389735,1.055794,1.3637807
ATN1,3.5013192,3.5013192,4.0190215,3.449715425,5.11474675,3.348457485,3.35544815,4.27614142,3.36437779,4.37212065
ATOX1,7.3016715,7.3016715,7.927536,8.597723,9.089401,10.557169,9.935852,11.069392,7.6806865,7.4352655
ATP10A,0.20228672,0.20228672,0.22826087,0.21916509,0.1889401,0.26678765,0.19244288,0.18821293,0.1888412,0.27799842
ATP10B,1.2788038,1.2788038,0.99003625,1.2343454,1.4101382,1.0843921,1.1441125,1.2927758,1.1991416,1.4233518
ATP10D,0.02814424,0.02814424,0.07518116,0.03889943,0.19078341,0.09800363,0.2891037,0.015209126,0.17167382,0.015091342
ATP11A,1.07798306666667,1.07798306666667,1.09812804666667,1.10784320666667,1.02857141333333,0.982153686666667,1.01318101,0.993346053333333,1.44005721333333,1.4188509
ATP11B,6.954266,6.954266,8.022645,8.934535,6.653456,6.1542654,6.1142354,7.325095,6.359657,5.3208895
ATP12A,0.24802113,0.24802113,0.26992753,0.29411766,0.6184332,1.1424683,0.9376098,0.16254754,0.2832618,0.89515483
ATP13A3,3.394899,3.394899,1.887681,3.2713473,2.9557605,2.664247,1.8268892,4.091255,2.1107295,1.6910245
ATP1A1,1.3324538,1.3324538,1.053442,1.3557874,1.1198157,1.3112524,1.5325131,1.5522815,1.6334764,1.4019063
ATP1A2,0.20756377,0.20756377,0.04619565,0.048387095,0.2967742,0.05807623,0.056239016,0.19201523,0.060085837,0.12470214
ATP1A3,0.15743184,0.15743184,0.19384056,0.16698293,0.124423966,0.18965517,0.22056238,0.20627378,0.27553648,0.33439237
ATP1B1,56.05717,56.05717,62.61866,56.059776,46.402767,55.690563,67.78295,49.537075,59.697,65.93725
ATP1B2,1.669305235,1.669305235,1.6544384,1.6555977825,1.68294941,1.26678765,1.8712653,1.72100775,1.548497825,1.72915012
ATP1B3,12.3825865,12.3825865,14.493659,15.465844,15.063595,12.883848,12.212654,13.345058,11.901287,9.9380455
ATP2A1,0.30870712,0.30870712,0.16576086,0.15654649,0.10138249,0.3203267,0.3427065,0.19391637,0.09184549,0.12708499
ATP2A2,8.421724,8.421724,8.05842365,7.5398482,10.9723501,11.6519971,9.6691566,7.00617905,8.33776815,5.77363
ATP2A3,2.2594547,2.2594547,1.9048913,1.2457306,0.92626727,1.5970962,2.4692442,1.4676807,1.8618026,2.4630659
ATP2B1,3.0567284,3.0567284,3.20878605,2.8932637,2.19539165,2.3725046,2.32425305,2.1487644,2.71587975,2.22438435
ATP2B2,0.629727335,0.629727335,0.60688406,0.449715363,0.667741915,0.47232308,0.53339188,0.83222441,0.5077253295,0.42494044
ATP2B3,0.18117855,0.18117855,0.08967391,0.12998103,0.36036864,0.37477314,0.115114234,0.17775667,0.15107296,0.26767275
ATP2B4,0.374670196666667,0.374670196666667,0.581219813333333,0.59234662,0.477419386666667,0.70417423,0.53690684,0.71387835,0.395708143333333,0.766481313333333
ATP2C1,1.5637643,1.5637643,1.6793478,1.9525617,1.7235023,1.4627949,1.5377855,1.7899241,1.376824,1.6513104
ATP2C2,2.162709,2.162709,2.7527173,2.3766603,1.7843318,2.2931035,1.7091389,2.077947,2.5218883,1.6957903
ATP4A,3.5998242,3.5998242,3.2925723,3.0872865,2.9834104,3.3275864,3.794376,2.9581752,4.417167,4.17077
ATP4B,0.42744064,0.42744064,0.2708333,0.41081592,0.5419355,0.5245009,0.50615114,0.4686312,0.5493562,0.71961874
ATP5A1,28.227793,28.227793,30.58605,30.362429,29.504147,29.797642,29.45782,19.436312,26.903004,27.653694
ATP5B,1.8504838,1.8504838,1.8297101,1.9184061,2.0847926,1.8139746,1.3664323,0.61406845,1.5896995,0.5059571
